pathway	collection	comparison	method	source	rank_metric	ES	NES	pvalue	padj	FWER	size	output_label	report_side	source_file	rank_at_max	leading_edge	core_enrichment	direction	significant_fdr_0_25	significant_fdr_0_05
GOBP_CHROMOSOME_SEPARATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.51437426	-2.2496614	0	0.0014085346	0.007	83	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2545	tags=43%, list=14%, signal=50%		negative	TRUE	TRUE
GOBP_MATURATION_OF_SSU_RRNA	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.53975004	-2.23012	0	0.0014273043	0.013	64	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	3523	tags=47%, list=19%, signal=58%		negative	TRUE	TRUE
GOBP_CHROMOSOME_CONDENSATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.6305026	-2.1988149	0	0.0014320776	0.019	30	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4293	tags=60%, list=24%, signal=78%		negative	TRUE	TRUE
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.4068573	-2.1844897	0	0.0014594924	0.023	420	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4835	tags=43%, list=27%, signal=57%		negative	TRUE	TRUE
GOBP_DNA_TEMPLATED_DNA_REPLICATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.46152687	-2.1884794	0	0.0014730305	0.022	145	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4681	tags=50%, list=26%, signal=67%		negative	TRUE	TRUE
GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.47131702	-2.1990943	0	0.0015275495	0.019	128	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2545	tags=38%, list=14%, signal=44%		negative	TRUE	TRUE
GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.53812844	-2.1783247	0	0.0015697574	0.026	61	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	3846	tags=49%, list=21%, signal=62%		negative	TRUE	TRUE
GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.5122591	-2.20115	0	0.0016366601	0.019	86	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4470	tags=50%, list=25%, signal=66%		negative	TRUE	TRUE
GOBP_DNA_REPLICATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.41820717	-2.1583111	0	0.0021299487	0.037	270	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4719	tags=44%, list=26%, signal=59%		negative	TRUE	TRUE
GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.440674	-2.1553588	0	0.0021420505	0.039	181	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2562	tags=36%, list=14%, signal=41%		negative	TRUE	TRUE
GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.49905774	-2.1503034	0	0.0022076492	0.042	88	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5072	tags=56%, list=28%, signal=77%		negative	TRUE	TRUE
GOBP_MEIOTIC_CHROMOSOME_SEGREGATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.5251442	-2.13751	0	0.0026235098	0.052	69	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2500	tags=39%, list=14%, signal=45%		negative	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.5538261	-2.1314332	0	0.0026977118	0.058	48	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	7023	tags=85%, list=39%, signal=139%		negative	TRUE	TRUE
GOBP_MITOTIC_DNA_REPLICATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.7099491	-2.133087	0	0.0027579542	0.057	17	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2456	tags=59%, list=14%, signal=68%		negative	TRUE	TRUE
GOBP_NUCLEAR_CHROMOSOME_SEGREGATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.41557232	-2.1296325	0	0.0027779485	0.062	280	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2562	tags=33%, list=14%, signal=37%		negative	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.6048968	-2.126316	0	0.0029799193	0.068	32	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2371	tags=53%, list=13%, signal=61%		negative	TRUE	TRUE
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.50456375	-2.1211243	0	0.0032985373	0.077	65	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	6097	tags=58%, list=34%, signal=88%		negative	TRUE	TRUE
GOBP_DNA_REPLICATION_CHECKPOINT_SIGNALING	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.649646	-2.1043632	0	0.0033176779	0.093	23	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2799	tags=61%, list=15%, signal=72%		negative	TRUE	TRUE
GOBP_FEMALE_MEIOTIC_NUCLEAR_DIVISION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.58101493	-2.1109602	0	0.0033725416	0.089	35	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2500	tags=43%, list=14%, signal=50%		negative	TRUE	TRUE
GOBP_U2_TYPE_PRESPLICEOSOME_ASSEMBLY	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.64550954	-2.104613	0	0.003379811	0.092	24	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4201	tags=67%, list=23%, signal=87%		negative	TRUE	TRUE
GOBP_MEIOTIC_CELL_CYCLE_PROCESS	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.43247214	-2.112533	0	0.0034029952	0.087	178	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4421	tags=44%, list=24%, signal=57%		negative	TRUE	TRUE
GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.4644667	-2.1158373	0	0.0034696108	0.083	117	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4306	tags=48%, list=24%, signal=62%		negative	TRUE	TRUE
GOBP_MITOTIC_CHROMOSOME_CONDENSATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.71590346	-2.1135948	0	0.003474466	0.086	16	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4293	tags=69%, list=24%, signal=90%		negative	TRUE	TRUE
GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.51136774	-2.0898716	0	0.0036860672	0.116	66	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2545	tags=44%, list=14%, signal=51%		negative	TRUE	TRUE
GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.60368806	-2.0935495	0	0.003689878	0.113	30	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	3330	tags=47%, list=18%, signal=57%		negative	TRUE	TRUE
GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.52087015	-2.094933	0	0.00372506	0.111	60	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2675	tags=43%, list=15%, signal=51%		negative	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_CELL_KILLING	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.5036339	-2.0975704	0	0.0037279236	0.108	70	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	6905	tags=70%, list=38%, signal=113%		negative	TRUE	TRUE
GOBP_MITOTIC_SISTER_CHROMATID_SEPARATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.50489116	-2.087793	0	0.0038363247	0.122	67	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2545	tags=42%, list=14%, signal=48%		negative	TRUE	TRUE
GOBP_MITOTIC_NUCLEAR_DIVISION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.40289873	-2.083793	0	0.003978789	0.13	260	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4160	tags=42%, list=23%, signal=53%		negative	TRUE	TRUE
