pathway	collection	comparison	method	source	rank_metric	ES	NES	pvalue	padj	FWER	size	output_label	report_side	source_file	rank_at_max	leading_edge	core_enrichment	direction	significant_fdr_0_25	significant_fdr_0_05
GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.6450689	3.2786171	0	0	0	182	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	1509	tags=40%, list=8%, signal=43%		positive	TRUE	TRUE
GOBP_METAPHASE_CHROMOSOME_ALIGNMENT	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.6963346	3.1906483	0	0	0	93	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	1050	tags=41%, list=6%, signal=43%		positive	TRUE	TRUE
GOBP_NUCLEAR_CHROMOSOME_SEGREGATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.59085894	3.1650085	0	0	0	281	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	1509	tags=35%, list=8%, signal=37%		positive	TRUE	TRUE
GOBP_MITOTIC_SISTER_CHROMATID_SEPARATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.71434146	3.1218143	0	0	0	68	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	1748	tags=51%, list=10%, signal=57%		positive	TRUE	TRUE
GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.7700212	3.1184547	0	0	0	48	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	1050	tags=52%, list=6%, signal=55%		positive	TRUE	TRUE
GOBP_SISTER_CHROMATID_SEGREGATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.60418224	3.1122892	0	0	0	219	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	1163	tags=33%, list=6%, signal=35%		positive	TRUE	TRUE
GOBP_CHROMOSOME_LOCALIZATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.64984435	3.108977	0	0	0	109	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	1050	tags=37%, list=6%, signal=39%		positive	TRUE	TRUE
GOBP_CHROMOSOME_SEPARATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.6806252	3.089945	0	0	0	84	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	2521	tags=54%, list=14%, signal=62%		positive	TRUE	TRUE
GOBP_DNA_TEMPLATED_DNA_REPLICATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.609026	2.981591	0	0	0	145	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	3419	tags=55%, list=19%, signal=67%		positive	TRUE	TRUE
GOBP_MITOTIC_NUCLEAR_DIVISION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.5525877	2.9698722	0	0	0	261	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	1163	tags=31%, list=6%, signal=33%		positive	TRUE	TRUE
GOBP_CHROMOSOME_SEGREGATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.53656703	2.9503586	0	0	0	373	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	1385	tags=31%, list=8%, signal=32%		positive	TRUE	TRUE
GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.6932612	2.9407883	0	0	0	61	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	1748	tags=51%, list=10%, signal=56%		positive	TRUE	TRUE
GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.5975693	2.9296117	0	0	0	129	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	1163	tags=34%, list=6%, signal=36%		positive	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.77708995	2.9087312	0	0	0	33	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	2521	tags=64%, list=14%, signal=74%		positive	TRUE	TRUE
GOBP_REGULATION_OF_SISTER_CHROMATID_SEGREGATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.6137041	2.8806021	0	0	0	107	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	1124	tags=36%, list=6%, signal=38%		positive	TRUE	TRUE
GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.6207774	2.8608203	0	0	0	92	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	2863	tags=48%, list=16%, signal=56%		positive	TRUE	TRUE
GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.60587955	2.8546534	0	0	0	118	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	1124	tags=36%, list=6%, signal=38%		positive	TRUE	TRUE
GOBP_CHROMOSOME_ORGANIZATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.5004057	2.84643	0	0	0	477	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	2521	tags=34%, list=14%, signal=38%		positive	TRUE	TRUE
GOBP_MITOTIC_SPINDLE_ORGANIZATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.5964459	2.8352888	0	0	0	120	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	928	tags=34%, list=5%, signal=36%		positive	TRUE	TRUE
GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.55932075	2.8294709	0	0	0	177	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	2722	tags=43%, list=15%, signal=50%		positive	TRUE	TRUE
GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.65332186	2.8088434	0	0	0	67	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	1818	tags=48%, list=10%, signal=53%		positive	TRUE	TRUE
GOBP_DNA_REPLICATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.5151164	2.795271	0	0	0	270	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	3419	tags=47%, list=19%, signal=57%		positive	TRUE	TRUE
GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.68025655	2.788205	0	0	0	60	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	477	tags=37%, list=3%, signal=38%		positive	TRUE	TRUE
GOBP_ORGANELLE_FISSION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.4893808	2.785493	0	0	0	426	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	2548	tags=34%, list=14%, signal=39%		positive	TRUE	TRUE
GOBP_MITOTIC_SPINDLE_ASSEMBLY	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.6308364	2.7454631	0	0	0	67	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	477	tags=28%, list=3%, signal=29%		positive	TRUE	TRUE
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.55710965	2.7360022	0	0	0	149	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	928	tags=32%, list=5%, signal=33%		positive	TRUE	TRUE
GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.52162194	2.7293148	0	0	0	226	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	2905	tags=41%, list=16%, signal=48%		positive	TRUE	TRUE
GOBP_REGULATION_OF_NUCLEAR_DIVISION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.547107	2.7086344	0	0	0	142	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	1124	tags=31%, list=6%, signal=33%		positive	TRUE	TRUE
GOBP_KINETOCHORE_ORGANIZATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.770871	2.7022653	0	0	0	26	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	1377	tags=58%, list=8%, signal=62%		positive	TRUE	TRUE
GOBP_MEIOTIC_CHROMOSOME_SEGREGATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.6223369	2.7000039	0	0	0	69	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	2163	tags=46%, list=12%, signal=52%		positive	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEPARATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.8207685	2.6900353	0	0	0	22	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	1124	tags=59%, list=6%, signal=63%		positive	TRUE	TRUE
GOBP_SPINDLE_ORGANIZATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.5206914	2.6643307	0	0	0	185	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	2281	tags=36%, list=13%, signal=40%		positive	TRUE	TRUE
GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.7750449	2.6608696	0	0	0	23	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	477	tags=52%, list=3%, signal=54%		positive	TRUE	TRUE
GOBP_MITOCHONDRIAL_TRANSLATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.54899293	2.6271596	0	0	0	120	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	4256	tags=55%, list=23%, signal=71%		positive	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEGREGATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.7155189	2.622027	0	0	0	30	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	1163	tags=50%, list=6%, signal=53%		positive	TRUE	TRUE
GOBP_MEIOTIC_CELL_CYCLE	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.4895725	2.6087966	0	0	0	254	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	2634	tags=34%, list=14%, signal=39%		positive	TRUE	TRUE
GOBP_MEIOTIC_CELL_CYCLE_PROCESS	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.51719666	2.6081498	0	0	0	178	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	2926	tags=40%, list=16%, signal=47%		positive	TRUE	TRUE
GOBP_SPINDLE_ASSEMBLY	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.54036164	2.605713	0	0	0	125	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	2281	tags=34%, list=13%, signal=39%		positive	TRUE	TRUE
GOBP_CELL_CYCLE_DNA_REPLICATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.6734266	2.6050932	0	0	0	43	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	3419	tags=67%, list=19%, signal=83%		positive	TRUE	TRUE
GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.5460834	2.5816696	0	0	0	129	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	2156	tags=37%, list=12%, signal=42%		positive	TRUE	TRUE
GOBP_DNA_REPLICATION_INITIATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.7012474	2.5551865	0	0	0	33	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	3098	tags=64%, list=17%, signal=77%		positive	TRUE	TRUE
GOBP_MITOCHONDRIAL_GENE_EXPRESSION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.5108593	2.5537112	0	0	0	148	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	5060	tags=57%, list=28%, signal=78%		positive	TRUE	TRUE
GOBP_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.7653927	2.5442183	0	0	0	22	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	1050	tags=59%, list=6%, signal=63%		positive	TRUE	TRUE
GOBP_MEIOSIS_I_CELL_CYCLE_PROCESS	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.5463672	2.5312095	0	0	0	103	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	2163	tags=35%, list=12%, signal=39%		positive	TRUE	TRUE
GOBP_DNA_STRAND_ELONGATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.6604934	2.4989574	0	0	0	36	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	3008	tags=61%, list=17%, signal=73%		positive	TRUE	TRUE
GOBP_DNA_REPLICATION_CHECKPOINT_SIGNALING	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.74240905	2.4839873	0	0	0	23	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	802	tags=48%, list=4%, signal=50%		positive	TRUE	TRUE
GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.7890598	2.4610698	0	0	0	18	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	2317	tags=61%, list=13%, signal=70%		positive	TRUE	TRUE
GOBP_REGULATION_OF_DNA_REPLICATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.5246198	2.4601364	0	0	0	107	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	3416	tags=50%, list=19%, signal=61%		positive	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.7904716	2.4506526	0	0	0	19	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	1124	tags=53%, list=6%, signal=56%		positive	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.52842736	2.4345517	0	0	0	96	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	2891	tags=44%, list=16%, signal=52%		positive	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.46100092	2.4319985	0	0	0	238	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	2545	tags=35%, list=14%, signal=40%		positive	TRUE	TRUE
GOBP_DNA_RECOMBINATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.4522557	2.41119	0	0	0	271	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	4136	tags=45%, list=23%, signal=58%		positive	TRUE	TRUE
GOBP_RECOMBINATIONAL_REPAIR	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.4813363	2.4073548	0	0	0	152	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	3959	tags=45%, list=22%, signal=58%		positive	TRUE	TRUE
GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.58801234	2.39751	0	0	0	51	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	2807	tags=47%, list=15%, signal=55%		positive	TRUE	TRUE
GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.60344094	2.3952944	0	0	0	42	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	3416	tags=60%, list=19%, signal=73%		positive	TRUE	TRUE
GOBP_DNA_STRAND_ELONGATION_INVOLVED_IN_DNA_REPLICATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.80755794	2.3911448	0	0	0	15	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	3008	tags=87%, list=17%, signal=104%		positive	TRUE	TRUE
GOBP_MITOTIC_CYTOKINESIS	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.5247182	2.3823721	0	0	0	97	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	616	tags=25%, list=3%, signal=25%		positive	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.50580806	2.378303	0	0	0	102	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	3113	tags=45%, list=17%, signal=54%		positive	TRUE	TRUE
GOBP_TELOMERASE_RNA_LOCALIZATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.7434102	2.3736606	0	0	0	19	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	2101	tags=58%, list=12%, signal=65%		positive	TRUE	TRUE
GOBP_TELOMERE_ORGANIZATION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.47909203	2.3732677	0	0	0	151	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	3345	tags=42%, list=18%, signal=51%		positive	TRUE	TRUE
GOBP_DNA_INTEGRITY_CHECKPOINT_SIGNALING	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.49724725	2.3699431	0	0	0	116	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	3282	tags=42%, list=18%, signal=51%		positive	TRUE	TRUE
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.43932417	2.369121	0	0	0	276	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	3429	tags=41%, list=19%, signal=49%		positive	TRUE	TRUE
GOBP_DOUBLE_STRAND_BREAK_REPAIR	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.4480405	2.3626394	0	0	0	258	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	4136	tags=44%, list=23%, signal=56%		positive	TRUE	TRUE
GOBP_REGULATION_OF_SPINDLE_CHECKPOINT	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.6584785	2.3533292	0	0	0	30	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	1748	tags=50%, list=10%, signal=55%		positive	TRUE	TRUE
GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.42174706	2.3516088	0	0	0	413	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	3113	tags=38%, list=17%, signal=44%		positive	TRUE	TRUE
GOBP_FEMALE_MEIOTIC_NUCLEAR_DIVISION	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.63561124	2.3419712	0	0	0	35	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	2863	tags=57%, list=16%, signal=68%		positive	TRUE	TRUE
GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.5857064	-2.3401623	0	0	0	95	GSEA_Tumor_vs_Normal_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2572	tags=41%, list=14%, signal=48%		negative	TRUE	TRUE
GOBP_NEGATIVE_REGULATION_OF_MRNA_PROCESSING	GO_BP	Tumor_vs_Normal	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.65696603	2.3359027	0	0	0	26	GSEA_Tumor_vs_Normal_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	2994	tags=54%, list=16%, signal=64%		positive	TRUE	TRUE
