pathway	collection	comparison	ES	NES	pvalue	padj	FWER	size	direction	method	source	rank_metric	report_side	rank_at_max	leading_edge	core_enrichment	output_label	source_file	significant_fdr_0_25	significant_fdr_0_05	NAME	NAME_KEY	COLLECTION	COMPARISON	SIZE	NOM p-val	FDR	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	Log10FDR	tags	list	signal	PA_ID
GOBP_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	GO_BP	ERpositive_vs_ERnegative	-0.2331864	-0.99583024	0.43032786	0.70987743	1	72	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	2450	tags=18%, list=14%, signal=21%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	FALSE	FALSE	GOBP_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	GO_BP	ERpositive_vs_ERnegative	72	0.43032786	0.70987743	0.70987743	1	2450	tags=18%, list=14%, signal=21%	0.148816631661138	18	14	21	ERpositive_vs_ERnegative::GO_BP::GOBP_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS
GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_BP	ERpositive_vs_ERnegative	-0.20812327	-0.99657506	0.469428	0.7100159	1	152	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	3238	tags=20%, list=18%, signal=25%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	FALSE	FALSE	GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GO_BP	ERpositive_vs_ERnegative	152	0.469428	0.7100159	0.7100159	1	3238	tags=20%, list=18%, signal=25%	0.148731925640159	20	18	25	ERpositive_vs_ERnegative::GO_BP::GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY
GOBP_NEGATIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	GO_BP	ERpositive_vs_ERnegative	-0.30440646	-0.9963866	0.4576923	0.7100712	1	24	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	6642	tags=54%, list=37%, signal=85%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	FALSE	FALSE	GOBP_NEGATIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	GOBP_NEGATIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	GO_BP	ERpositive_vs_ERnegative	24	0.4576923	0.7100712	0.7100712	1	6642	tags=54%, list=37%, signal=85%	0.148698101679838	54	37	85	ERpositive_vs_ERnegative::GO_BP::GOBP_NEGATIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY
GOBP_SENSORY_PERCEPTION_OF_PAIN	GO_BP	ERpositive_vs_ERnegative	-0.2391281	-0.9960385	0.45213848	0.7102011	1	72	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	3803	tags=25%, list=21%, signal=32%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	FALSE	FALSE	GOBP_SENSORY_PERCEPTION_OF_PAIN	GOBP_SENSORY_PERCEPTION_OF_PAIN	GO_BP	ERpositive_vs_ERnegative	72	0.45213848	0.7102011	0.7102011	1	3803	tags=25%, list=21%, signal=32%	0.1486186593738	25	21	32	ERpositive_vs_ERnegative::GO_BP::GOBP_SENSORY_PERCEPTION_OF_PAIN
GOBP_RESPONSE_TO_INTERLEUKIN_4	GO_BP	ERpositive_vs_ERnegative	0.2920048	1.1085925	0.2835821	0.71027386	1	41	positive	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	pos	3317	tags=32%, list=18%, signal=39%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_pos_1779214203280.tsv	FALSE	FALSE	GOBP_RESPONSE_TO_INTERLEUKIN_4	GOBP_RESPONSE_TO_INTERLEUKIN_4	GO_BP	ERpositive_vs_ERnegative	41	0.2835821	0.71027386	0.71027386	1	3317	tags=32%, list=18%, signal=39%	0.148574168245944	32	18	39	ERpositive_vs_ERnegative::GO_BP::GOBP_RESPONSE_TO_INTERLEUKIN_4
GOBP_CELLULAR_RESPONSE_TO_LEPTIN_STIMULUS	GO_BP	ERpositive_vs_ERnegative	0.36476755	1.1075274	0.31931165	0.7104814	1	17	positive	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	pos	2829	tags=24%, list=16%, signal=28%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_pos_1779214203280.tsv	FALSE	FALSE	GOBP_CELLULAR_RESPONSE_TO_LEPTIN_STIMULUS	GOBP_CELLULAR_RESPONSE_TO_LEPTIN_STIMULUS	GO_BP	ERpositive_vs_ERnegative	17	0.31931165	0.7104814	0.7104814	1	2829	tags=24%, list=16%, signal=28%	0.148447287170853	24	16	28	ERpositive_vs_ERnegative::GO_BP::GOBP_CELLULAR_RESPONSE_TO_LEPTIN_STIMULUS
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	GO_BP	ERpositive_vs_ERnegative	-0.21999064	-0.995426	0.4576613	0.7105749	1	106	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	3395	tags=23%, list=19%, signal=28%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	FALSE	FALSE	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	GO_BP	ERpositive_vs_ERnegative	106	0.4576613	0.7105749	0.7105749	1	3395	tags=23%, list=19%, signal=28%	0.148390137381479	23	19	28	ERpositive_vs_ERnegative::GO_BP::GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS
GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION	GO_BP	ERpositive_vs_ERnegative	-0.20848714	-0.99523354	0.46530613	0.710672	1	159	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	5371	tags=35%, list=30%, signal=50%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	FALSE	FALSE	GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION	GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION	GO_BP	ERpositive_vs_ERnegative	159	0.46530613	0.710672	0.710672	1	5371	tags=35%, list=30%, signal=50%	0.148330795131715	35	30	50	ERpositive_vs_ERnegative::GO_BP::GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION
GOBP_CENTRIOLE_ASSEMBLY	GO_BP	ERpositive_vs_ERnegative	0.29977486	1.1071209	0.3095723	0.710728	1	40	positive	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	pos	2863	tags=28%, list=16%, signal=33%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_pos_1779214203280.tsv	FALSE	FALSE	GOBP_CENTRIOLE_ASSEMBLY	GOBP_CENTRIOLE_ASSEMBLY	GO_BP	ERpositive_vs_ERnegative	40	0.3095723	0.710728	0.710728	1	2863	tags=28%, list=16%, signal=33%	0.148296574657536	28	16	33	ERpositive_vs_ERnegative::GO_BP::GOBP_CENTRIOLE_ASSEMBLY
GOBP_BODY_FLUID_SECRETION	GO_BP	ERpositive_vs_ERnegative	0.25423256	1.1087254	0.2644135	0.7110142	1	85	positive	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	pos	2139	tags=16%, list=12%, signal=19%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_pos_1779214203280.tsv	FALSE	FALSE	GOBP_BODY_FLUID_SECRETION	GOBP_BODY_FLUID_SECRETION	GO_BP	ERpositive_vs_ERnegative	85	0.2644135	0.7110142	0.7110142	1	2139	tags=16%, list=12%, signal=19%	0.14812172568365	16	12	19	ERpositive_vs_ERnegative::GO_BP::GOBP_BODY_FLUID_SECRETION
GOBP_VIRION_ASSEMBLY	GO_BP	ERpositive_vs_ERnegative	0.31572333	1.1075486	0.28309572	0.71157855	1	32	positive	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	pos	3209	tags=38%, list=18%, signal=45%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_pos_1779214203280.tsv	FALSE	FALSE	GOBP_VIRION_ASSEMBLY	GOBP_VIRION_ASSEMBLY	GO_BP	ERpositive_vs_ERnegative	32	0.28309572	0.71157855	0.71157855	1	3209	tags=38%, list=18%, signal=45%	0.147777151871195	38	18	45	ERpositive_vs_ERnegative::GO_BP::GOBP_VIRION_ASSEMBLY
GOBP_POSITIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION	GO_BP	ERpositive_vs_ERnegative	0.33147666	1.1077901	0.32142857	0.71195906	1	27	positive	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	pos	4109	tags=41%, list=23%, signal=53%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_pos_1779214203280.tsv	FALSE	FALSE	GOBP_POSITIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION	GOBP_POSITIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION	GO_BP	ERpositive_vs_ERnegative	27	0.32142857	0.71195906	0.71195906	1	4109	tags=41%, list=23%, signal=53%	0.147544979013824	41	23	53	ERpositive_vs_ERnegative::GO_BP::GOBP_POSITIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION
GOBP_PROTEIN_PROCESSING	GO_BP	ERpositive_vs_ERnegative	-0.19800223	-0.994479	0.47764227	0.7124582	1	231	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	4462	tags=27%, list=25%, signal=35%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	FALSE	FALSE	GOBP_PROTEIN_PROCESSING	GOBP_PROTEIN_PROCESSING	GO_BP	ERpositive_vs_ERnegative	231	0.47764227	0.7124582	0.7124582	1	4462	tags=27%, list=25%, signal=35%	0.147240610676459	27	25	35	ERpositive_vs_ERnegative::GO_BP::GOBP_PROTEIN_PROCESSING
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	GO_BP	ERpositive_vs_ERnegative	0.23275867	1.1046867	0.21121496	0.71335757	1	148	positive	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	pos	3630	tags=22%, list=20%, signal=27%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_pos_1779214203280.tsv	FALSE	FALSE	GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	GO_BP	ERpositive_vs_ERnegative	148	0.21121496	0.71335757	0.71335757	1	3630	tags=22%, list=20%, signal=27%	0.146692725755826	22	20	27	ERpositive_vs_ERnegative::GO_BP::GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION
GOBP_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	GO_BP	ERpositive_vs_ERnegative	0.334276	1.1059662	0.32874015	0.7135673	1	26	positive	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	pos	3864	tags=35%, list=21%, signal=44%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_pos_1779214203280.tsv	FALSE	FALSE	GOBP_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	GOBP_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	GO_BP	ERpositive_vs_ERnegative	26	0.32874015	0.7135673	0.7135673	1	3864	tags=35%, list=21%, signal=44%	0.146565060194365	35	21	44	ERpositive_vs_ERnegative::GO_BP::GOBP_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION
GOBP_CIRCADIAN_SLEEP_WAKE_CYCLE	GO_BP	ERpositive_vs_ERnegative	-0.31157893	-0.99386	0.42638624	0.71375066	1	24	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	2886	tags=25%, list=16%, signal=30%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	FALSE	FALSE	GOBP_CIRCADIAN_SLEEP_WAKE_CYCLE	GOBP_CIRCADIAN_SLEEP_WAKE_CYCLE	GO_BP	ERpositive_vs_ERnegative	24	0.42638624	0.71375066	0.71375066	1	2886	tags=25%, list=16%, signal=30%	0.146453477156988	25	16	30	ERpositive_vs_ERnegative::GO_BP::GOBP_CIRCADIAN_SLEEP_WAKE_CYCLE
GOBP_CELLULAR_COMPONENT_MAINTENANCE	GO_BP	ERpositive_vs_ERnegative	0.26226044	1.1055471	0.28301886	0.7138382	1	76	positive	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	pos	3443	tags=32%, list=19%, signal=39%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_pos_1779214203280.tsv	FALSE	FALSE	GOBP_CELLULAR_COMPONENT_MAINTENANCE	GOBP_CELLULAR_COMPONENT_MAINTENANCE	GO_BP	ERpositive_vs_ERnegative	76	0.28301886	0.7138382	0.7138382	1	3443	tags=32%, list=19%, signal=39%	0.146400215128881	32	19	39	ERpositive_vs_ERnegative::GO_BP::GOBP_CELLULAR_COMPONENT_MAINTENANCE
GOBP_GLYCOSYL_COMPOUND_BIOSYNTHETIC_PROCESS	GO_BP	ERpositive_vs_ERnegative	-0.31626397	-0.9935181	0.44040403	0.7142779	1	19	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	3142	tags=32%, list=17%, signal=38%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	FALSE	FALSE	GOBP_GLYCOSYL_COMPOUND_BIOSYNTHETIC_PROCESS	GOBP_GLYCOSYL_COMPOUND_BIOSYNTHETIC_PROCESS	GO_BP	ERpositive_vs_ERnegative	19	0.44040403	0.7142779	0.7142779	1	3142	tags=32%, list=17%, signal=38%	0.146132786885859	32	17	38	ERpositive_vs_ERnegative::GO_BP::GOBP_GLYCOSYL_COMPOUND_BIOSYNTHETIC_PROCESS
GOBP_LYMPHOID_PROGENITOR_CELL_DIFFERENTIATION	GO_BP	ERpositive_vs_ERnegative	0.33596903	1.1047245	0.31906614	0.71438015	1	24	positive	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	pos	200	tags=13%, list=1%, signal=13%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_pos_1779214203280.tsv	FALSE	FALSE	GOBP_LYMPHOID_PROGENITOR_CELL_DIFFERENTIATION	GOBP_LYMPHOID_PROGENITOR_CELL_DIFFERENTIATION	GO_BP	ERpositive_vs_ERnegative	24	0.31906614	0.71438015	0.71438015	1	200	tags=13%, list=1%, signal=13%	0.146070621400073	13	1	13	ERpositive_vs_ERnegative::GO_BP::GOBP_LYMPHOID_PROGENITOR_CELL_DIFFERENTIATION
GOBP_MULTIVESICULAR_BODY_SORTING_PATHWAY	GO_BP	ERpositive_vs_ERnegative	0.28946787	1.102763	0.27878788	0.7144877	1	45	positive	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	pos	4735	tags=40%, list=26%, signal=54%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_pos_1779214203280.tsv	FALSE	FALSE	GOBP_MULTIVESICULAR_BODY_SORTING_PATHWAY	GOBP_MULTIVESICULAR_BODY_SORTING_PATHWAY	GO_BP	ERpositive_vs_ERnegative	45	0.27878788	0.7144877	0.7144877	1	4735	tags=40%, list=26%, signal=54%	0.146005243245449	40	26	54	ERpositive_vs_ERnegative::GO_BP::GOBP_MULTIVESICULAR_BODY_SORTING_PATHWAY
GOBP_NEGATIVE_REGULATION_OF_NUCLEOTIDE_CATABOLIC_PROCESS	GO_BP	ERpositive_vs_ERnegative	0.35695037	1.1033479	0.3089431	0.7146322	1	19	positive	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	pos	1640	tags=21%, list=9%, signal=23%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_pos_1779214203280.tsv	FALSE	FALSE	GOBP_NEGATIVE_REGULATION_OF_NUCLEOTIDE_CATABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_NUCLEOTIDE_CATABOLIC_PROCESS	GO_BP	ERpositive_vs_ERnegative	19	0.3089431	0.7146322	0.7146322	1	1640	tags=21%, list=9%, signal=23%	0.145917419189751	21	9	23	ERpositive_vs_ERnegative::GO_BP::GOBP_NEGATIVE_REGULATION_OF_NUCLEOTIDE_CATABOLIC_PROCESS
GOBP_ER_NUCLEUS_SIGNALING_PATHWAY	GO_BP	ERpositive_vs_ERnegative	0.28241086	1.103036	0.3057199	0.7146651	1	52	positive	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	pos	4661	tags=33%, list=26%, signal=44%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_pos_1779214203280.tsv	FALSE	FALSE	GOBP_ER_NUCLEUS_SIGNALING_PATHWAY	GOBP_ER_NUCLEUS_SIGNALING_PATHWAY	GO_BP	ERpositive_vs_ERnegative	52	0.3057199	0.7146651	0.7146651	1	4661	tags=33%, list=26%, signal=44%	0.14589742574478	33	26	44	ERpositive_vs_ERnegative::GO_BP::GOBP_ER_NUCLEUS_SIGNALING_PATHWAY
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT	GO_BP	ERpositive_vs_ERnegative	-0.2329098	-0.99307483	0.47424892	0.7151603	1	85	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	3807	tags=28%, list=21%, signal=36%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	FALSE	FALSE	GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT	GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT	GO_BP	ERpositive_vs_ERnegative	85	0.47424892	0.7151603	0.7151603	1	3807	tags=28%, list=21%, signal=36%	0.145596602111297	28	21	36	ERpositive_vs_ERnegative::GO_BP::GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT
GOBP_SENSORY_PERCEPTION_OF_TASTE	GO_BP	ERpositive_vs_ERnegative	0.29913428	1.1038415	0.2754717	0.7152404	1	40	positive	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	pos	3819	tags=30%, list=21%, signal=38%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_pos_1779214203280.tsv	FALSE	FALSE	GOBP_SENSORY_PERCEPTION_OF_TASTE	GOBP_SENSORY_PERCEPTION_OF_TASTE	GO_BP	ERpositive_vs_ERnegative	40	0.2754717	0.7152404	0.7152404	1	3819	tags=30%, list=21%, signal=38%	0.14554796261044	30	21	38	ERpositive_vs_ERnegative::GO_BP::GOBP_SENSORY_PERCEPTION_OF_TASTE
GOBP_CERAMIDE_CATABOLIC_PROCESS	GO_BP	ERpositive_vs_ERnegative	0.34944355	1.1047398	0.3108911	0.7154942	1	21	positive	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	pos	1979	tags=19%, list=11%, signal=21%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_pos_1779214203280.tsv	FALSE	FALSE	GOBP_CERAMIDE_CATABOLIC_PROCESS	GOBP_CERAMIDE_CATABOLIC_PROCESS	GO_BP	ERpositive_vs_ERnegative	21	0.3108911	0.7154942	0.7154942	1	1979	tags=19%, list=11%, signal=21%	0.14539388240484	19	11	21	ERpositive_vs_ERnegative::GO_BP::GOBP_CERAMIDE_CATABOLIC_PROCESS
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	GO_BP	ERpositive_vs_ERnegative	0.23521037	1.1033514	0.2319688	0.7157859	1	136	positive	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	pos	3423	tags=22%, list=19%, signal=27%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_pos_1779214203280.tsv	FALSE	FALSE	GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	GO_BP	ERpositive_vs_ERnegative	136	0.2319688	0.7157859	0.7157859	1	3423	tags=22%, list=19%, signal=27%	0.145216860867092	22	19	27	ERpositive_vs_ERnegative::GO_BP::GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT
GOBP_MESENCHYMAL_CELL_PROLIFERATION	GO_BP	ERpositive_vs_ERnegative	-0.2543268	-0.9926688	0.45168066	0.71588254	1	46	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	3170	tags=22%, list=17%, signal=26%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	FALSE	FALSE	GOBP_MESENCHYMAL_CELL_PROLIFERATION	GOBP_MESENCHYMAL_CELL_PROLIFERATION	GO_BP	ERpositive_vs_ERnegative	46	0.45168066	0.71588254	0.71588254	1	3170	tags=22%, list=17%, signal=26%	0.145158229667825	22	17	26	ERpositive_vs_ERnegative::GO_BP::GOBP_MESENCHYMAL_CELL_PROLIFERATION
GOBP_RESPONSE_TO_ESTRADIOL	GO_BP	ERpositive_vs_ERnegative	0.25140163	1.1016595	0.25477707	0.71719325	1	101	positive	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	pos	4453	tags=38%, list=25%, signal=50%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_pos_1779214203280.tsv	FALSE	FALSE	GOBP_RESPONSE_TO_ESTRADIOL	GOBP_RESPONSE_TO_ESTRADIOL	GO_BP	ERpositive_vs_ERnegative	101	0.25477707	0.71719325	0.71719325	1	4453	tags=38%, list=25%, signal=50%	0.144363806535326	38	25	50	ERpositive_vs_ERnegative::GO_BP::GOBP_RESPONSE_TO_ESTRADIOL
GOBP_NEUTROPHIL_MEDIATED_IMMUNITY	GO_BP	ERpositive_vs_ERnegative	-0.27491343	-0.9911546	0.44787645	0.7184425	1	39	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	4207	tags=36%, list=23%, signal=47%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	FALSE	FALSE	GOBP_NEUTROPHIL_MEDIATED_IMMUNITY	GOBP_NEUTROPHIL_MEDIATED_IMMUNITY	GO_BP	ERpositive_vs_ERnegative	39	0.44787645	0.7184425	0.7184425	1	4207	tags=36%, list=23%, signal=47%	0.143607984568013	36	23	47	ERpositive_vs_ERnegative::GO_BP::GOBP_NEUTROPHIL_MEDIATED_IMMUNITY
GOBP_SODIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE	GO_BP	ERpositive_vs_ERnegative	-0.3313386	-0.99120176	0.4559387	0.71878946	1	18	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	3057	tags=33%, list=17%, signal=40%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	FALSE	FALSE	GOBP_SODIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE	GOBP_SODIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE	GO_BP	ERpositive_vs_ERnegative	18	0.4559387	0.71878946	0.71878946	1	3057	tags=33%, list=17%, signal=40%	0.14339829981209	33	17	40	ERpositive_vs_ERnegative::GO_BP::GOBP_SODIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE
GOBP_PIGMENT_METABOLIC_PROCESS	GO_BP	ERpositive_vs_ERnegative	-0.23363154	-0.99133056	0.4730769	0.7188469	1	70	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	4393	tags=33%, list=24%, signal=43%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	FALSE	FALSE	GOBP_PIGMENT_METABOLIC_PROCESS	GOBP_PIGMENT_METABOLIC_PROCESS	GO_BP	ERpositive_vs_ERnegative	70	0.4730769	0.7188469	0.7188469	1	4393	tags=33%, list=24%, signal=43%	0.14336359579966	33	24	43	ERpositive_vs_ERnegative::GO_BP::GOBP_PIGMENT_METABOLIC_PROCESS
GOBP_PITUITARY_GLAND_DEVELOPMENT	GO_BP	ERpositive_vs_ERnegative	-0.27210173	-0.99082965	0.44615385	0.71892476	1	37	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	1793	tags=14%, list=10%, signal=15%		GSEA_ERpositive_vs_ERnegative_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	FALSE	FALSE	GOBP_PITUITARY_GLAND_DEVELOPMENT	GOBP_PITUITARY_GLAND_DEVELOPMENT	GO_BP	ERpositive_vs_ERnegative	37	0.44615385	0.71892476	0.71892476	1	1793	tags=14%, list=10%, signal=15%	0.143316558889231	14	10	15	ERpositive_vs_ERnegative::GO_BP::GOBP_PITUITARY_GLAND_DEVELOPMENT
