gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene	gene_id	pvalue	padj	stat	layer	significant	direction	comparison	reference	contrast	method
CPA1	-3.85538175966352	1.10884120561519	-37.6014331937932	8.77131914759719e-206	1.59638008486269e-201	460.220109652203	CPA1	CPA1	8.77131914759719e-206	1.59638008486269e-201	-37.6014331937932	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
NEK2	4.57338486462283	8.24624574731627	36.6558753984778	1.2300360531175e-198	1.11933280833693e-194	443.810268607336	NEK2	NEK2	1.2300360531175e-198	1.11933280833693e-194	36.6558753984778	RNAseq	TRUE	Tumor_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
MYOC	-5.90865574533416	1.73605730800991	-35.9520830805759	2.58705208764127e-193	1.56947826650237e-189	431.587986435208	MYOC	MYOC	2.58705208764127e-193	1.56947826650237e-189	-35.9520830805759	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
CA4	-6.60404073230021	2.12206102394715	-35.69973867511	2.10022315613074e-191	9.55601536039487e-188	427.203449170036	CA4	CA4	2.10022315613074e-191	9.55601536039487e-188	-35.69973867511	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
GPAM	-3.65623395144653	9.13172427745665	-35.1860402955353	1.62311519930126e-187	5.90813932545657e-184	418.275436720951	GPAM	GPAM	1.62311519930126e-187	5.90813932545657e-184	-35.1860402955353	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
HSD17B13	-4.77336483151817	2.20885507844756	-34.865609749105	4.32526414879765e-185	1.31199679180195e-181	412.70542852582	HSD17B13	HSD17B13	4.32526414879765e-185	1.31199679180195e-181	-34.865609749105	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
LOC572558	-3.09367943434246	0.904842609413708	-34.7609776005862	2.65864016170581e-184	6.91246442043511e-181	410.894447840027	LOC572558	LOC572558	2.65864016170581e-184	6.91246442043511e-181	-34.7609776005862	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
MMP11	5.82157879224041	11.7669927332783	34.3806253183854	2.0295108865439e-181	4.61713726688738e-178	404.274799508638	MMP11	MMP11	2.0295108865439e-181	4.61713726688738e-178	34.3806253183854	RNAseq	TRUE	Tumor_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
COL10A1	6.77424359976972	9.91480189925681	34.2454699288991	2.14021114454434e-180	4.32798253674523e-177	401.92550177285	COL10A1	COL10A1	2.14021114454434e-180	4.32798253674523e-177	34.2454699288991	RNAseq	TRUE	Tumor_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
FIGF	-6.15555158246572	3.61267018992568	-33.8515559865149	2.05019357891627e-177	3.73135231362762e-174	395.079309448654	FIGF	FIGF	2.05019357891627e-177	3.73135231362762e-174	-33.8515559865149	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
PKMYT1	4.53486982440149	7.82500990916598	33.5362664269662	4.98209838184421e-175	8.2431082317786e-172	389.601050931175	PKMYT1	PKMYT1	4.98209838184421e-175	8.2431082317786e-172	33.5362664269662	RNAseq	TRUE	Tumor_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
LRRC3B	-3.77151359369253	1.42117654830718	-33.43128824669	3.08930436194958e-174	4.68544494895687e-171	387.781280664084	LRRC3B	LRRC3B	3.08930436194958e-174	4.68544494895687e-171	-33.43128824669	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
MESTIT1	-3.31836273169249	1.53770156895128	-33.2701162110981	5.0995173124015e-173	7.1393242373621e-170	384.985036438107	MESTIT1	MESTIT1	5.0995173124015e-173	7.1393242373621e-170	-33.2701162110981	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
LYVE1	-5.0199964976251	5.6003397192403	-32.9356337724277	1.73632162459651e-170	2.25721811197546e-167	379.170335495519	LYVE1	LYVE1	1.73632162459651e-170	2.25721811197546e-167	-32.9356337724277	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
KIF4A	4.30203861488271	8.32924938067713	32.8157195779426	1.39952595057324e-169	1.69809148669553e-166	377.08898348304	KIF4A	KIF4A	1.39952595057324e-169	1.69809148669553e-166	32.8157195779426	RNAseq	TRUE	Tumor_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
GLYAT	-5.9513167754162	2.1633622625929	-32.2583185061384	2.27135639529435e-165	2.58366789964732e-162	367.420348714078	GLYAT	GLYAT	2.27135639529435e-165	2.58366789964732e-162	-32.2583185061384	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
AQP7P3	-3.27961494426586	0.892092981007432	-32.2341414793004	3.4375292331835e-165	3.68017835552586e-162	367.007067715696	AQP7P3	AQP7P3	3.4375292331835e-165	3.68017835552586e-162	-32.2341414793004	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
ADRA1A	-3.81347419517344	1.56679669694467	-32.1226318279478	2.39646398537935e-164	2.42309136299467e-161	365.070437177993	ADRA1A	ADRA1A	2.39646398537935e-164	2.42309136299467e-161	-32.1226318279478	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
KIAA0101	3.54473032512917	7.83670644095789	31.7149647024223	2.85272248074491e-161	2.7326078499767e-158	358.007304794356	KIAA0101	KIAA0101	2.85272248074491e-161	2.7326078499767e-158	31.7149647024223	RNAseq	TRUE	Tumor_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
CAV1	-3.38027764077466	10.5934440957886	-31.3309216153236	2.23160884415339e-158	2.03076404817958e-155	351.362854066854	CAV1	CAV1	2.23160884415339e-158	2.03076404817958e-155	-31.3309216153236	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
UHRF1	3.69052829407157	8.10196713459951	31.1771634515321	3.20641909705407e-157	2.77889655078019e-154	348.704934008198	UHRF1	UHRF1	3.20641909705407e-157	2.77889655078019e-154	31.1771634515321	RNAseq	TRUE	Tumor_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
LHCGR	-2.91435670328967	0.67927828241123	-31.0494795440191	2.91163309846997e-156	2.40871465418879e-153	346.50464869422	LHCGR	LHCGR	2.91163309846997e-156	2.40871465418879e-153	-31.0494795440191	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
APOB	-5.08295920612835	2.265239223782	-31.0081081808592	5.99590971346278e-156	4.74458942543576e-153	345.784222669875	APOB	APOB	5.99590971346278e-156	4.74458942543576e-153	-31.0081081808592	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
TNS1	-2.85445553823023	11.600702807597	-30.9718499957054	1.12339109782557e-155	8.51904915851061e-153	345.158034526538	TNS1	TNS1	1.12339109782557e-155	8.51904915851061e-153	-30.9718499957054	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
AQP7P1	-5.2891410961314	2.45893336085879	-30.8595185168055	7.85368571119513e-155	5.71748319775005e-152	343.218579501908	AQP7P1	AQP7P1	7.85368571119513e-155	5.71748319775005e-152	-30.8595185168055	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
IQGAP3	3.99539841513541	8.7411289017341	30.8160142006326	1.66745904431225e-154	1.16722133101858e-151	342.46768029153	IQGAP3	IQGAP3	1.66745904431225e-154	1.16722133101858e-151	30.8160142006326	RNAseq	TRUE	Tumor_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
GLRA4	-2.6814423051704	0.728545747316268	-30.6947384682109	1.35148967624157e-153	9.11004152133204e-151	340.38074318289	GLRA4	GLRA4	1.35148967624157e-153	9.11004152133204e-151	-30.6947384682109	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
MYOM1	-3.9014125637704	5.23332518579686	-30.5834973102902	9.25905824920813e-153	6.01838786198528e-150	338.461471532497	MYOM1	MYOM1	9.25905824920813e-153	6.01838786198528e-150	-30.5834973102902	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
ANGPT4	-2.97221439971853	1.30039521056978	-30.4271301839852	1.38034864416551e-151	8.66287769786628e-149	335.766756782192	ANGPT4	ANGPT4	1.38034864416551e-151	8.66287769786628e-149	-30.4271301839852	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
SPC25	3.20414088183083	6.58590189925681	30.4159526331404	1.67529877309354e-151	1.01634792234342e-148	335.573618211052	SPC25	SPC25	1.67529877309354e-151	1.01634792234342e-148	30.4159526331404	RNAseq	TRUE	Tumor_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
ADH4	-3.37466651873531	1.02028051197358	-30.3198548695918	8.83358970440976e-151	5.18617202000831e-148	333.915480573698	ADH4	ADH4	8.83358970440976e-151	5.18617202000831e-148	-30.3198548695918	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
CDC25C	3.80423573941692	6.1008906688687	30.156882404619	1.47555910013671e-149	8.39224238202753e-147	331.107336563394	CDC25C	CDC25C	1.47555910013671e-149	8.39224238202753e-147	30.156882404619	RNAseq	TRUE	Tumor_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
PPP1R12B	-2.248542426714	9.91746036333609	-29.9554360084204	4.76352402814818e-148	2.62715567613021e-145	327.642053164511	PPP1R12B	PPP1R12B	4.76352402814818e-148	2.62715567613021e-145	-29.9554360084204	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
LOC283392	-5.39880923731389	2.19658554913295	-29.9428638652014	5.91634525181807e-148	3.16698481126732e-145	327.425899272863	LOC283392	LOC283392	5.91634525181807e-148	3.16698481126732e-145	-29.9428638652014	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
TRPM3	-2.4639505077644	0.903170520231214	-29.8454610120548	3.153626615829e-147	1.63988584023108e-144	325.756923124351	TRPM3	TRPM3	3.153626615829e-147	1.63988584023108e-144	-29.8454610120548	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
NAALAD2	-3.13406872091349	3.82426597853014	-29.7114145096502	3.17361809472203e-146	1.60444025899836e-143	323.454171555488	NAALAD2	NAALAD2	3.17361809472203e-146	1.60444025899836e-143	-29.7114145096502	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
FAM13A	-2.57494979769386	8.66543616845582	-29.6294301981593	1.30837545531116e-145	6.43579278017923e-143	322.04146321047	FAM13A	FAM13A	1.30837545531116e-145	6.43579278017923e-143	-29.6294301981593	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
PAFAH1B3	2.52972814134244	9.90392113955409	29.6160033878552	1.64849557666797e-145	7.89542618298872e-143	321.811002454538	PAFAH1B3	PAFAH1B3	1.64849557666797e-145	7.89542618298872e-143	29.6160033878552	RNAseq	TRUE	Tumor_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
ASF1B	3.01094954341186	8.58400404624278	29.5965029148924	2.30582545501847e-145	1.07605187900862e-142	321.476321578299	ASF1B	ASF1B	2.30582545501847e-145	1.07605187900862e-142	29.5965029148924	RNAseq	TRUE	Tumor_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
FHL1	-4.33477009947382	9.35204599504542	-29.5506136389227	5.0783643763016e-145	2.31065579121723e-142	320.688876517094	FHL1	FHL1	5.0783643763016e-145	2.31065579121723e-142	-29.5506136389227	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
AQPEP	-4.58446130035663	2.97237052023121	-29.4316881187691	3.92615892736204e-144	1.74283152385339e-141	318.649074831789	AQPEP	AQPEP	3.92615892736204e-144	1.74283152385339e-141	-29.4316881187691	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
PAMR1	-4.10222189624013	6.55371857968621	-29.4074913054104	5.95141035870468e-144	2.57894448877203e-141	318.234218109743	PAMR1	PAMR1	5.95141035870468e-144	2.57894448877203e-141	-29.4074913054104	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
NUF2	3.88655699755314	7.5889931461602	29.3770135295415	1.00491705100426e-143	4.25336984378549e-141	317.711754236933	NUF2	NUF2	1.00491705100426e-143	4.25336984378549e-141	29.3770135295415	RNAseq	TRUE	Tumor_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
ANGPTL7	-5.23249177581602	2.02851742361685	-29.3542681397475	1.48557397438177e-143	6.14487416676096e-141	317.321901310416	ANGPTL7	ANGPTL7	1.48557397438177e-143	6.14487416676096e-141	-29.3542681397475	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
HEPACAM	-5.16837168273921	2.25846985962015	-29.251996609114	8.60878378462777e-143	3.48177477511612e-140	315.569610154114	HEPACAM	HEPACAM	8.60878378462777e-143	3.48177477511612e-140	-29.251996609114	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
HEPN1	-4.94264972012986	2.14691494632535	-29.1139773114931	9.20407589355892e-142	3.64161263614722e-139	313.206491339854	HEPN1	HEPN1	9.20407589355892e-142	3.64161263614722e-139	-29.1139773114931	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
HPSE2	-4.18056132194662	1.75810379851363	-28.9880423185295	7.98319072773314e-141	3.09136321797326e-138	311.051989567145	HPSE2	HPSE2	7.98319072773314e-141	3.09136321797326e-138	-28.9880423185295	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
NKAPL	-2.70408154616258	2.91284822460776	-28.9504886721492	1.51256417870494e-140	5.73513917758957e-138	310.414630696187	NKAPL	NKAPL	1.51256417870494e-140	5.73513917758957e-138	-28.9504886721492	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
GPR146	-2.72723423451518	6.61412857142857	-28.8762354233964	5.4004919442535e-140	2.00589700786558e-137	309.145352074727	GPR146	GPR146	5.4004919442535e-140	2.00589700786558e-137	-28.8762354233964	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
UBE2C	4.19403158054665	8.5945931461602	28.8447071205568	9.3134731389443e-140	3.39010422257573e-137	308.60185344639	UBE2C	UBE2C	9.3134731389443e-140	3.39010422257573e-137	28.8447071205568	RNAseq	TRUE	Tumor_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
SDPR	-4.69816529130482	7.11500800990917	-28.7925716504833	2.2748291587212e-139	8.11801778210311e-137	307.711216265571	SDPR	SDPR	2.2748291587212e-139	8.11801778210311e-137	-28.7925716504833	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
SIK2	-2.2343802475651	9.24023146160198	-28.6620657768509	2.12427263761402e-138	7.43495423164908e-136	305.483091541631	SIK2	SIK2	2.12427263761402e-138	7.43495423164908e-136	-28.6620657768509	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
SLC2A4	-4.36228682451342	4.46973014037985	-28.6590933880622	2.23511121593532e-138	7.67528757170242e-136	305.43236632543	SLC2A4	SLC2A4	2.23511121593532e-138	7.67528757170242e-136	-28.6590933880622	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
NPR1	-3.50952724415869	7.39725202312139	-28.5986568536355	6.28535360832111e-138	2.1183969568786e-135	304.401206943164	NPR1	NPR1	6.28535360832111e-138	2.1183969568786e-135	-28.5986568536355	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
ITIH5	-4.24994675590524	8.30486589595376	-28.4574529435101	7.02635059035661e-137	2.32508328626346e-134	301.99365298565	ITIH5	ITIH5	7.02635059035661e-137	2.32508328626346e-134	-28.4574529435101	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
ADAMTS5	-3.54227678916982	7.96958191577209	-28.4478982541723	8.27244843854328e-137	2.68854574252657e-134	301.830828183498	ADAMTS5	ADAMTS5	8.27244843854328e-137	2.68854574252657e-134	-28.4478982541723	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
CAV2	-2.98483335972108	9.133417671346	-28.4296994072461	1.12894456443563e-136	3.60470018819799e-134	301.520725232883	CAV2	CAV2	1.12894456443563e-136	3.60470018819799e-134	-28.4296994072461	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
NUSAP1	3.11284939867902	9.23052625928984	28.407506979514	1.64938126074534e-136	5.1756446457871e-134	301.142626204356	NUSAP1	NUSAP1	1.64938126074534e-136	5.1756446457871e-134	28.407506979514	RNAseq	TRUE	Tumor_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
KIF20A	3.7588213644869	8.46242427745665	28.3973574132295	1.96161361734171e-136	6.05107929417273e-134	300.969724611869	KIF20A	KIF20A	1.96161361734171e-136	6.05107929417273e-134	28.3973574132295	RNAseq	TRUE	Tumor_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
HMMR	3.36689230197191	7.59161395540875	28.3727919870886	2.98417782043142e-136	9.05200605530863e-134	300.551294668733	HMMR	HMMR	2.98417782043142e-136	9.05200605530863e-134	28.3727919870886	RNAseq	TRUE	Tumor_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
UBE2T	3.11986295398936	8.2210602807597	28.3667622732572	3.30784077133784e-136	9.86929541612272e-134	300.448599913646	UBE2T	UBE2T	3.30784077133784e-136	9.86929541612272e-134	28.3667622732572	RNAseq	TRUE	Tumor_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
B3GALT1	-3.04632424235155	1.33692237819983	-28.3540570509331	4.0925043554041e-136	1.2013480527154e-133	300.236296931175	B3GALT1	B3GALT1	4.0925043554041e-136	1.2013480527154e-133	-28.3540570509331	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
PDE2A	-3.40772643813271	7.15530644095789	-28.2904627113416	1.21691964910872e-135	3.51554565298075e-133	299.149488159018	PDE2A	PDE2A	1.21691964910872e-135	3.51554565298075e-133	-28.2904627113416	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
SLC22A12	-2.25720773481105	0.432988852188274	-28.2592534987915	2.06357706535884e-135	5.8682972796142e-133	298.622775074797	SLC22A12	SLC22A12	2.06357706535884e-135	5.8682972796142e-133	-28.2592534987915	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
HJURP	3.5638189576037	7.53841742361685	28.252367306827	2.3313205499687e-135	6.52769753991236e-133	298.50112399412	HJURP	HJURP	2.3313205499687e-135	6.52769753991236e-133	28.252367306827	RNAseq	TRUE	Tumor_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
PYCR1	2.51322087271507	10.8989730800991	28.2407195482708	2.84388914112896e-135	7.84223975281016e-133	298.302920781799	PYCR1	PYCR1	2.84388914112896e-135	7.84223975281016e-133	28.2407195482708	RNAseq	TRUE	Tumor_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
KCNIP2	-5.04485583249372	5.53210916597853	-28.1791205821218	8.13286959867604e-135	2.20922726411797e-132	297.25500612345	KCNIP2	KCNIP2	8.13286959867604e-135	2.20922726411797e-132	-28.1791205821218	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
ACVR1C	-4.92826400869995	4.88389818331957	-28.1778399480373	8.31244329070683e-135	2.22480099839506e-132	297.23322513408	ACVR1C	ACVR1C	8.31244329070683e-135	2.22480099839506e-132	-28.1778399480373	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
DLGAP5	3.71013833581218	7.69289430222956	28.14222030893	1.52583020001195e-134	4.02465357104601e-132	296.627489634829	DLGAP5	DLGAP5	1.52583020001195e-134	4.02465357104601e-132	28.14222030893	RNAseq	TRUE	Tumor_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
WDR62	3.14491467878906	7.28592213047069	28.1291470043382	1.9067854672862e-134	4.95764221494412e-132	296.405209461193	WDR62	WDR62	1.9067854672862e-134	4.95764221494412e-132	28.1291470043382	RNAseq	TRUE	Tumor_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
SPTBN1	-1.8947566904956	12.5675522708505	-28.0580426081847	6.40617897272496e-134	1.64214728596612e-131	295.196628902569	SPTBN1	SPTBN1	6.40617897272496e-134	1.64214728596612e-131	-28.0580426081847	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
LOC729467	-1.72641577268148	0.332943435177539	-28.0462147438158	7.80208069789729e-134	1.97219262085737e-131	295.000017714322	LOC729467	LOC729467	7.80208069789729e-134	1.97219262085737e-131	-28.0462147438158	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
CD300LG	-6.46611511218794	4.44262378199835	-28.0434108337116	8.21987411752234e-134	2.04933847861516e-131	294.948008643863	CD300LG	CD300LG	8.21987411752234e-134	2.04933847861516e-131	-28.0434108337116	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
TROAP	3.79294203649507	7.27124170107349	28.0057450885456	1.56139767519514e-133	3.84019428223669e-131	294.308126171126	TROAP	TROAP	1.56139767519514e-133	3.84019428223669e-131	28.0057450885456	RNAseq	TRUE	Tumor_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
PBK	3.61781773017321	7.47199694467382	27.9007310688784	9.33206248463068e-133	2.26458049627038e-130	292.525073158757	PBK	PBK	9.33206248463068e-133	2.26458049627038e-130	27.9007310688784	RNAseq	TRUE	Tumor_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
HSD17B6	2.9292239097059	6.11734112303881	27.8910381104977	1.0958143196578e-132	2.62418692339106e-130	292.364864994429	HSD17B6	HSD17B6	1.0958143196578e-132	2.62418692339106e-130	27.8910381104977	RNAseq	TRUE	Tumor_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
EPB42	-3.40294888371796	1.04414302229562	-27.8133729426895	4.12492295608678e-132	9.74981789620511e-130	291.042908850316	EPB42	EPB42	4.12492295608678e-132	9.74981789620511e-130	-27.8133729426895	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
ADH1A	-5.11231831230309	2.33243600330306	-27.8057884654255	4.69280276533326e-132	1.09498731191109e-129	290.914274563578	ADH1A	ADH1A	4.69280276533326e-132	1.09498731191109e-129	-27.8057884654255	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
TPX2	3.41326919029572	9.91066102394715	27.8012486828718	5.06944067353437e-132	1.16789645896615e-129	290.83728261207	TPX2	TPX2	5.06944067353437e-132	1.16789645896615e-129	27.8012486828718	RNAseq	TRUE	Tumor_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
DPP6	-3.95828787442627	1.89864079273328	-27.732190156243	1.63995057117318e-131	3.73088754941898e-129	289.666434412535	DPP6	DPP6	1.63995057117318e-131	3.73088754941898e-129	-27.732190156243	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
GSN	-2.38323617681394	13.0494708505367	-27.6972646872677	2.96882446193988e-131	6.67069200090196e-129	289.074539167461	GSN	GSN	2.96882446193988e-131	6.67069200090196e-129	-27.6972646872677	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
BTNL9	-4.35102167314365	6.51226903385632	-27.6694311285575	4.76373294587153e-131	1.05731633676661e-128	288.602952650368	BTNL9	BTNL9	4.76373294587153e-131	1.05731633676661e-128	-27.6694311285575	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
KLB	-4.14328467031297	4.85636870355078	-27.6142908406712	1.21520472546943e-130	2.66466578355948e-128	287.669020757489	KLB	KLB	1.21520472546943e-130	2.66466578355948e-128	-27.6142908406712	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
ABCA10	-4.55448950646899	4.0751524360033	-27.5795017405711	2.19357111774121e-130	4.75273742177263e-128	287.080001569935	ABCA10	ABCA10	2.19357111774121e-130	4.75273742177263e-128	-27.5795017405711	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
