gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene	gene_id	pvalue	padj	stat	layer	significant	direction	comparison	reference	contrast	method
MICALCL	0.658720421724341	5.42997093311313	4.18077893293975	3.11377333890788e-05	5.02266017620522e-05	0.780227765375954	MICALCL	MICALCL	3.11377333890788e-05	5.02266017620522e-05	4.18077893293975	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
SSR1	0.203885733819535	12.0503425268373	4.18059981829356	3.11617770338487e-05	5.02609306997559e-05	0.779493701997844	SSR1	SSR1	3.11617770338487e-05	5.02609306997559e-05	4.18059981829356	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
FAM182B	-0.48071108205792	3.94166358381503	-4.18057707107325	3.11648502484993e-05	5.02614332762683e-05	0.779400008463756	FAM182B	FAM182B	3.11648502484993e-05	5.02614332762683e-05	-4.18057707107325	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
FAM122C	-0.299953599929626	4.60683666391412	-4.18006204443122	3.12345090465065e-05	5.03693128341679e-05	0.777278797599602	FAM122C	FAM122C	3.12345090465065e-05	5.03693128341679e-05	-4.18006204443122	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
MTUS2	-0.620734778262884	3.10504236168456	-4.17983257071613	3.12657393495903e-05	5.04152083071271e-05	0.776330053295713	MTUS2	MTUS2	3.12657393495903e-05	5.04152083071271e-05	-4.17983257071613	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
SLC22A20	0.456781140750694	2.13787671345995	4.17944098830541	3.13187056493409e-05	5.04961412843731e-05	0.774721226846247	SLC22A20	SLC22A20	3.13187056493409e-05	5.04961412843731e-05	4.17944098830541	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
LOC284551	0.439934775864	0.947217093311313	4.17924906281225	3.13447987674759e-05	5.05337352793039e-05	0.773930168806896	LOC284551	LOC284551	3.13447987674759e-05	5.05337352793039e-05	4.17924906281225	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
PCDHGA8	-0.597227887860033	2.96712146985962	-4.17868940095231	3.14210333885399e-05	5.06521530266985e-05	0.771622907834719	PCDHGA8	PCDHGA8	3.14210333885399e-05	5.06521530266985e-05	-4.17868940095231	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
IL31RA	0.387098187241123	0.920953509496284	4.17811521784543	3.1499163423743e-05	5.07736050227723e-05	0.769262807895015	IL31RA	IL31RA	3.1499163423743e-05	5.07736050227723e-05	4.17811521784543	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
ZNF491	-0.332072922963744	5.4576014863749	-4.17670670545398	3.16919672022683e-05	5.10798621219697e-05	0.763465569925326	ZNF491	ZNF491	3.16919672022683e-05	5.10798621219697e-05	-4.17670670545398	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
TMEM30A	-0.217871788290225	11.9174810074319	-4.17620051215229	3.17615311488868e-05	5.11874494739875e-05	0.761382613736513	TMEM30A	TMEM30A	3.17615311488868e-05	5.11874494739875e-05	-4.17620051215229	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
HIVEP3	-0.301003156135538	8.64173327828241	-4.17617811806144	3.1764626730875e-05	5.11879056580419e-05	0.761290100880795	HIVEP3	HIVEP3	3.1764626730875e-05	5.11879056580419e-05	-4.17617811806144	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
MPZL1	-0.242157602872249	12.0948270024773	-4.17596000148319	3.17946343675612e-05	5.12317260282969e-05	0.760393012191646	MPZL1	MPZL1	3.17946343675612e-05	5.12317260282969e-05	-4.17596000148319	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
BEND4	-0.566982735210859	1.50869925681255	-4.1755267500707	3.18544965432413e-05	5.13236399687492e-05	0.758606812556851	BEND4	BEND4	3.18544965432413e-05	5.13236399687492e-05	-4.1755267500707	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
KDM5A	-0.238501077100203	10.7010744013212	-4.17538544301415	3.18738479042991e-05	5.13502728032436e-05	0.758029166803932	KDM5A	KDM5A	3.18738479042991e-05	5.13502728032436e-05	-4.17538544301415	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
INSR	-0.280470244206684	11.0774008257638	-4.17532889956824	3.18818015327784e-05	5.13585402634597e-05	0.757792864198673	INSR	INSR	3.18818015327784e-05	5.13585402634597e-05	-4.17532889956824	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
ANP32E	0.426089659198146	10.3205033856317	4.17486538194727	3.19458579697503e-05	5.14571745330964e-05	0.755886119612122	ANP32E	ANP32E	3.19458579697503e-05	5.14571745330964e-05	4.17486538194727	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
USP40	-0.197803231300684	9.85318843930636	-4.17445262878473	3.20028536079806e-05	5.15444190854201e-05	0.754192060530422	USP40	USP40	3.20028536079806e-05	5.15444190854201e-05	-4.17445262878473	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
ZNF44	-0.285519681267884	8.00904690338563	-4.17240271978058	3.22880977893331e-05	5.19992372149246e-05	0.745762741695834	ZNF44	ZNF44	3.22880977893331e-05	5.19992372149246e-05	-4.17240271978058	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
LOC100131691	0.379282391370421	4.78336118909992	4.17082499518524	3.25092829123652e-05	5.23508183511809e-05	0.739277806328846	LOC100131691	LOC100131691	3.25092829123652e-05	5.23508183511809e-05	4.17082499518524	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
NUP133	0.205843339890299	10.6935412881916	4.17077606120038	3.25161660796294e-05	5.23572699857785e-05	0.73907671064213	NUP133	NUP133	3.25161660796294e-05	5.23572699857785e-05	4.17077606120038	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
ZNF549	-0.389646809480387	7.60888340214699	-4.16971906407075	3.26652720620826e-05	5.25927062570686e-05	0.734731379816398	ZNF549	ZNF549	3.26652720620826e-05	5.25927062570686e-05	-4.16971906407075	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
ARMCX5	-0.218849896847859	8.33050462427746	-4.1679736599938	3.29126794977945e-05	5.29863570862326e-05	0.72756398361016	ARMCX5	ARMCX5	3.29126794977945e-05	5.29863570862326e-05	-4.1679736599938	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
GJB1	-1.0907408810312	4.25880231213873	-4.16789398438835	3.2924171548604e-05	5.30001700145579e-05	0.727233111703549	GJB1	GJB1	3.2924171548604e-05	5.30001700145579e-05	-4.16789398438835	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
NLRP9	-0.38234505269555	1.72435656482246	-4.1671453096483	3.30307611142943e-05	5.31670515857571e-05	0.724162423373049	NLRP9	NLRP9	3.30307611142943e-05	5.31670515857571e-05	-4.1671453096483	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
UGT2B15	-1.09624208527243	3.82653476465731	-4.16684492933593	3.30738321801506e-05	5.32316718852796e-05	0.722925438459902	UGT2B15	UGT2B15	3.30738321801506e-05	5.32316718852796e-05	-4.16684492933593	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
FBXW4	-0.245155238369382	10.2671369942197	-4.16653495724742	3.31180247623711e-05	5.32980856552439e-05	0.721656476178857	FBXW4	FBXW4	3.31180247623711e-05	5.32980856552439e-05	-4.16653495724742	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
TTC31	0.162438005565431	8.95966498761354	4.16599833810149	3.3194927673853e-05	5.34171249924072e-05	0.719453553094842	TTC31	TTC31	3.3194927673853e-05	5.34171249924072e-05	4.16599833810149	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
TSPYL5	-0.687018237937576	9.27072758051197	-4.16537107615008	3.32851889665883e-05	5.35576376263731e-05	0.716875221730674	TSPYL5	TSPYL5	3.32851889665883e-05	5.35576376263731e-05	-4.16537107615008	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
C6orf218	0.677425768043631	1.13697506193229	4.16482374832761	3.3364004700481e-05	5.36797105329521e-05	0.714628952300585	C6orf218	C6orf218	3.3364004700481e-05	5.36797105329521e-05	4.16482374832761	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
C12orf76	0.236961830510662	7.23436721717589	4.16472216556918	3.33784988333358e-05	5.36982832817743e-05	0.714215731069054	C12orf76	C12orf76	3.33784988333358e-05	5.36982832817743e-05	4.16472216556918	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
RPS8	-0.288760580690534	14.0789444260941	-4.16435899987655	3.34310682405593e-05	5.37781016420522e-05	0.712721819242861	RPS8	RPS8	3.34310682405593e-05	5.37781016420522e-05	-4.16435899987655	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
C18orf19	0.208478808232982	8.3277637489678	4.1635720750271	3.35447604844462e-05	5.39562210178454e-05	0.709496726002398	C18orf19	C18orf19	3.35447604844462e-05	5.39562210178454e-05	4.1635720750271	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
ANAPC1	-0.281934839834292	9.35402848885219	-4.16186428483876	3.37931697670363e-05	5.43509800070749e-05	0.702490070037036	ANAPC1	ANAPC1	3.37931697670363e-05	5.43509800070749e-05	-4.16186428483876	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
CCKAR	0.378977144205091	0.686560115606936	4.16133454510298	3.3870486092452e-05	5.44705175296127e-05	0.700319412720773	CCKAR	CCKAR	3.3870486092452e-05	5.44705175296127e-05	4.16133454510298	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
SLC19A2	0.436916770618447	9.88432617671346	4.16034556529539	3.40155678376141e-05	5.46990046514027e-05	0.696260969235948	SLC19A2	SLC19A2	3.40155678376141e-05	5.46990046514027e-05	4.16034556529539	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
RPL37A	-0.293106801644013	13.5363398018167	-4.15866146439406	3.42637165312896e-05	5.50931743854997e-05	0.689358329333742	RPL37A	RPL37A	3.42637165312896e-05	5.50931743854997e-05	-4.15866146439406	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
PGR	-1.34044553886996	9.09411552436003	-4.15832079399427	3.4314122491087e-05	5.51693488814296e-05	0.687962350705857	PGR	PGR	3.4314122491087e-05	5.51693488814296e-05	-4.15832079399427	RNAseq	TRUE	Normal_up	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
LOC100128822	-0.331857434150544	6.56576160198183	-4.15804383345493	3.43549968958136e-05	5.52301866887915e-05	0.686831145299794	LOC100128822	LOC100128822	3.43549968958136e-05	5.52301866887915e-05	-4.15804383345493	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
UGDH	0.463822328039802	10.8866848885219	4.15794478234477	3.4369839445466e-05	5.52491678067021e-05	0.686421681871381	UGDH	UGDH	3.4369839445466e-05	5.52491678067021e-05	4.15794478234477	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
DDTL	0.372113408178613	7.57441882741536	4.15752768406191	3.44316204499456e-05	5.53435919976164e-05	0.684715698338009	DDTL	DDTL	3.44316204499456e-05	5.53435919976164e-05	4.15752768406191	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
TMEM45A	0.546345910697452	8.68432064409579	4.1558156784387	3.46869537663398e-05	5.57490779360106e-05	0.677700452847536	TMEM45A	TMEM45A	3.46869537663398e-05	5.57490779360106e-05	4.1558156784387	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
SEMA4C	0.30407090869838	10.0922439306358	4.15529479123682	3.4764958593938e-05	5.58695140317591e-05	0.675567457235927	SEMA4C	SEMA4C	3.4764958593938e-05	5.58695140317591e-05	4.15529479123682	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
HSPA13	0.300361509859435	9.71274161849711	4.1552213234216	3.47759740900416e-05	5.58822822213277e-05	0.675266632728893	HSPA13	HSPA13	3.47759740900416e-05	5.58822822213277e-05	4.1552213234216	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
C1QL3	-0.62842603272081	3.55690057803468	-4.15514266169659	3.47877720210935e-05	5.58963053574558e-05	0.674944546743515	C1QL3	C1QL3	3.47877720210935e-05	5.58963053574558e-05	-4.15514266169659	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
ENTPD3	-0.724508839898284	5.98885483071841	-4.15446688398074	3.48892841830137e-05	5.60544643477092e-05	0.672177771328257	ENTPD3	ENTPD3	3.48892841830137e-05	5.60544643477092e-05	-4.15446688398074	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
CD300C	0.440467335956129	4.84462320396367	4.15412293926872	3.49408989963758e-05	5.61324354959873e-05	0.670773368109622	CD300C	CD300C	3.49408989963758e-05	5.61324354959873e-05	4.15412293926872	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
SPRR2E	-0.559517764557245	0.448602725020644	-4.15304098949463	3.51044002768575e-05	5.6390122245261e-05	0.666341295914086	SPRR2E	SPRR2E	3.51044002768575e-05	5.6390122245261e-05	-4.15304098949463	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
ING1	0.283500313454569	8.62728786127168	4.15231832532546	3.52137451919594e-05	5.6560776850557e-05	0.663387632258108	ING1	ING1	3.52137451919594e-05	5.6560776850557e-05	4.15231832532546	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
NAP1L1	-0.195941082537679	12.7904840627581	-4.15200552122302	3.52612447203837e-05	5.66320732360558e-05	0.662107737415847	NAP1L1	NAP1L1	3.52612447203837e-05	5.66320732360558e-05	-4.15200552122302	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
TCF25	-0.213580529034514	10.8002639141206	-4.15105179949236	3.54064443652115e-05	5.68602565469733e-05	0.65820599006637	TCF25	TCF25	3.54064443652115e-05	5.68602565469733e-05	-4.15105179949236	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
EFCAB7	-0.259600883590003	7.09370999174236	-4.15086137361969	3.54355038122824e-05	5.69019030689553e-05	0.657427047836367	EFCAB7	EFCAB7	3.54355038122824e-05	5.69019030689553e-05	-4.15086137361969	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
TMEM9B	0.204067360744649	10.4601360033031	4.14946561590068	3.56491930880818e-05	5.72399924307974e-05	0.65171872305945	TMEM9B	TMEM9B	3.56491930880818e-05	5.72399924307974e-05	4.14946561590068	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
C4orf21	0.332277121815487	6.54995805119736	4.14870403348489	3.57663067391871e-05	5.74229695353922e-05	0.648604814784568	C4orf21	C4orf21	3.57663067391871e-05	5.74229695353922e-05	4.14870403348489	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
C20orf96	0.35325342321164	8.26412023121387	4.14789103265278	3.58918934235108e-05	5.76195166541322e-05	0.645277695709548	C20orf96	C20orf96	3.58918934235108e-05	5.76195166541322e-05	4.14789103265278	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
DYM	-0.197131964368522	9.49906581337737	-4.14761715525425	3.59340769875696e-05	5.76821486306021e-05	0.64416182049034	DYM	DYM	3.59340769875696e-05	5.76821486306021e-05	-4.14761715525425	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
MAP2K3	-0.259752457259806	9.80161742361684	-4.1412900045094	3.69257067201198e-05	5.92687064385025e-05	0.618319421285782	MAP2K3	MAP2K3	3.69257067201198e-05	5.92687064385025e-05	-4.1412900045094	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
URB1	-0.232080444273842	9.9622774566474	-4.13962348058468	3.71911653760572e-05	5.96895246776227e-05	0.611519650255857	URB1	URB1	3.71911653760572e-05	5.96895246776227e-05	-4.13962348058468	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
CREG2	0.398611492267591	1.19761544178365	4.1391981310411	3.72592139693684e-05	5.97934656769689e-05	0.609784450690806	CREG2	CREG2	3.72592139693684e-05	5.97934656769689e-05	4.1391981310411	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
PAK2	0.20517360184876	11.5849740710157	4.13908094318465	3.72779827907141e-05	5.98183113023273e-05	0.609306417114937	PAK2	PAK2	3.72779827907141e-05	5.98183113023273e-05	4.13908094318465	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
LRRC50	0.764842359545177	4.32561601981833	4.13897600483831	3.72949647996166e-05	5.98402855816822e-05	0.608874807830653	LRRC50	LRRC50	3.72949647996166e-05	5.98402855816822e-05	4.13897600483831	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
HLCS	0.215008799117223	9.71587902559868	4.13863334449379	3.73497529997281e-05	5.99229111949093e-05	0.607480690300675	HLCS	HLCS	3.73497529997281e-05	5.99229111949093e-05	4.13863334449379	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
WBSCR26	0.64666939899886	3.12806663914121	4.13839219318467	3.73886426037707e-05	5.9980017222444e-05	0.606493575843721	WBSCR26	WBSCR26	3.73886426037707e-05	5.9980017222444e-05	4.13839219318467	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
LPIN3	-0.342157457339775	8.40077943848059	-4.13825710214183	3.74103510125036e-05	6.00095530078941e-05	0.605942617413187	LPIN3	LPIN3	3.74103510125036e-05	6.00095530078941e-05	-4.13825710214183	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
ENPP5	0.688753227302538	9.18262741535921	4.13822095306868	3.74161620069481e-05	6.00135849587076e-05	0.605795189163307	ENPP5	ENPP5	3.74161620069481e-05	6.00135849587076e-05	4.13822095306868	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
FAM174A	0.330527607989891	8.44565656482246	4.13806016523939	3.74419683370483e-05	6.00496848549769e-05	0.605140531965133	FAM174A	FAM174A	3.74419683370483e-05	6.00496848549769e-05	4.13806016523939	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
ZNF267	0.233798252810725	8.52847250206441	4.13786753437336	3.74728515063305e-05	6.00939199414235e-05	0.604357444277299	ZNF267	ZNF267	3.74728515063305e-05	6.00939199414235e-05	4.13786753437336	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
GIN1	-0.221587463416967	7.07088265895954	-4.13545801406821	3.78626850667714e-05	6.07137328824e-05	0.594534228687112	GIN1	GIN1	3.78626850667714e-05	6.07137328824e-05	-4.13545801406821	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
C14orf147	0.294841698252007	10.4965080924855	4.135221689701	3.79012961856583e-05	6.07702925362507e-05	0.593567531329817	C14orf147	C14orf147	3.79012961856583e-05	6.07702925362507e-05	4.135221689701	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
MARVELD1	-0.342415735898536	9.87981915772089	-4.13428120404278	3.80546480217098e-05	6.10107993300844e-05	0.58973505259265	MARVELD1	MARVELD1	3.80546480217098e-05	6.10107993300844e-05	-4.13428120404278	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
STAR	-0.515288523724992	3.06207712634187	-4.13409703613942	3.80845764372998e-05	6.10534036077561e-05	0.588988205159926	STAR	STAR	3.80845764372998e-05	6.10534036077561e-05	-4.13409703613942	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
SMURF1	-0.190483019079135	9.807560776218	-4.1337317018372	3.81443499587955e-05	6.11438408710655e-05	0.587499759690679	SMURF1	SMURF1	3.81443499587955e-05	6.11438408710655e-05	-4.1337317018372	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
PABPC1L	0.528837441027384	7.73899545829893	4.1332499128834	3.82234840576095e-05	6.12652936898716e-05	0.58553351564047	PABPC1L	PABPC1L	3.82234840576095e-05	6.12652936898716e-05	4.1332499128834	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
MAPK8IP3	0.375984583153409	9.53394137076796	4.13250528208819	3.83458323252474e-05	6.14559834730101e-05	0.582500482324749	MAPK8IP3	MAPK8IP3	3.83458323252474e-05	6.14559834730101e-05	4.13250528208819	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
GOLGA6B	-0.37061891202482	1.17763410404624	-4.13045281314215	3.86848253391738e-05	6.19938206544829e-05	0.574146631848168	GOLGA6B	GOLGA6B	3.86848253391738e-05	6.19938206544829e-05	-4.13045281314215	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
RRAGB	-0.230832855155189	8.27442865400496	-4.13021888717438	3.87236613647708e-05	6.20505931360125e-05	0.573194372478095	RRAGB	RRAGB	3.87236613647708e-05	6.20505931360125e-05	-4.13021888717438	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
IMP5	0.358094560923733	0.572717919075144	4.12998620416549	3.8762327791446e-05	6.21070838810033e-05	0.572247224928446	IMP5	IMP5	3.8762327791446e-05	6.21070838810033e-05	4.12998620416549	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
AP3B2	-0.897426219034359	5.11015573905863	-4.12984086749612	3.8786670631384e-05	6.21406166805625e-05	0.57165212912964	AP3B2	AP3B2	3.8786670631384e-05	6.21406166805625e-05	-4.12984086749612	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
PEX12	-0.280804565081778	7.86524797687861	-4.12825336291561	3.90514414019859e-05	6.2559302307556e-05	0.565195241843118	PEX12	PEX12	3.90514414019859e-05	6.2559302307556e-05	-4.12825336291561	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
VPS33B	0.164477603991768	8.24222047894302	4.12743158779062	3.91892646288467e-05	6.27745657670314e-05	0.561851945779501	VPS33B	VPS33B	3.91892646288467e-05	6.27745657670314e-05	4.12743158779062	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
LOC100190986	-0.487973695405328	7.07188728323699	-4.12733798534495	3.92051665307065e-05	6.27945112082073e-05	0.561467663126057	LOC100190986	LOC100190986	3.92051665307065e-05	6.27945112082073e-05	-4.12733798534495	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
DAND5	0.465738361400314	2.06952493806771	4.12647993836063	3.93494471792714e-05	6.30200579604663e-05	0.557981079909735	DAND5	DAND5	3.93494471792714e-05	6.30200579604663e-05	4.12647993836063	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
MMP25	0.63711997793026	5.94580652353427	4.12595912447714	3.9437549276388e-05	6.31556002490331e-05	0.555859511338913	MMP25	MMP25	3.9437549276388e-05	6.31556002490331e-05	4.12595912447714	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
DUOXA2	-0.494693015240927	1.32127506193229	-4.12538557495608	3.95345959053611e-05	6.33054412702422e-05	0.553527286949586	DUOXA2	DUOXA2	3.95345959053611e-05	6.33054412702422e-05	-4.12538557495608	RNAseq	FALSE	not_significant	Tumor_vs_Normal	Normal	Tumor - Normal	limma_trend_robust_on_xena_log2_expression
