sample	correlation	sample_ordered	median_r	n_shared_samples	n_shared_features	n_features_used
TCGA-AO-A0J6-01	0.259504664132412	TCGA-AO-A0J6-01	0.233779438951853	637	149	146
TCGA-A7-A13E-01	0.259163911195087	TCGA-A7-A13E-01	0.233779438951853	637	149	146
TCGA-D8-A1XQ-01	0.258897998553171	TCGA-D8-A1XQ-01	0.233779438951853	637	149	146
TCGA-E2-A15E-01	0.257926171002891	TCGA-E2-A15E-01	0.233779438951853	637	149	146
TCGA-E2-A1LS-01	0.257827202221819	TCGA-E2-A1LS-01	0.233779438951853	637	149	146
TCGA-A8-A09E-01	0.254971908923825	TCGA-A8-A09E-01	0.233779438951853	637	149	146
TCGA-A2-A0EQ-01	0.253444339474099	TCGA-A2-A0EQ-01	0.233779438951853	637	149	146
TCGA-AO-A1KR-01	0.252813278675348	TCGA-AO-A1KR-01	0.233779438951853	637	149	146
TCGA-E2-A107-01	0.252793364811867	TCGA-E2-A107-01	0.233779438951853	637	149	146
TCGA-BH-A1F8-01	0.252644989641595	TCGA-BH-A1F8-01	0.233779438951853	637	149	146
TCGA-AR-A0TQ-01	0.252483860809321	TCGA-AR-A0TQ-01	0.233779438951853	637	149	146
TCGA-E2-A1B4-01	0.252039048968666	TCGA-E2-A1B4-01	0.233779438951853	637	149	146
TCGA-BH-A1F2-01	0.25194116228599	TCGA-BH-A1F2-01	0.233779438951853	637	149	146
TCGA-A8-A07R-01	0.251602109903952	TCGA-A8-A07R-01	0.233779438951853	637	149	146
TCGA-E9-A1N5-01	0.251385040160141	TCGA-E9-A1N5-01	0.233779438951853	637	149	146
TCGA-AR-A1AP-01	0.250515666824122	TCGA-AR-A1AP-01	0.233779438951853	637	149	146
TCGA-BH-A18Q-01	0.250325244696684	TCGA-BH-A18Q-01	0.233779438951853	637	149	146
TCGA-BH-A0BW-01	0.250082664147378	TCGA-BH-A0BW-01	0.233779438951853	637	149	146
TCGA-D8-A1J8-01	0.25008063065746	TCGA-D8-A1J8-01	0.233779438951853	637	149	146
TCGA-A2-A1G4-01	0.249648590998228	TCGA-A2-A1G4-01	0.233779438951853	637	149	146
TCGA-A8-A09X-01	0.248783656117147	TCGA-A8-A09X-01	0.233779438951853	637	149	146
TCGA-D8-A27K-01	0.245711759504863	TCGA-D8-A27K-01	0.233779438951853	637	149	146
TCGA-AN-A0XT-01	0.245276575811581	TCGA-AN-A0XT-01	0.233779438951853	637	149	146
TCGA-BH-A1EU-01	0.244602523912869	TCGA-BH-A1EU-01	0.233779438951853	637	149	146
TCGA-BH-A0B3-01	0.244001424975722	TCGA-BH-A0B3-01	0.233779438951853	637	149	146
TCGA-AO-A126-01	0.243934026137616	TCGA-AO-A126-01	0.233779438951853	637	149	146
TCGA-B6-A0X1-01	0.243209970093381	TCGA-B6-A0X1-01	0.233779438951853	637	149	146
TCGA-AO-A1KS-01	0.243151920215459	TCGA-AO-A1KS-01	0.233779438951853	637	149	146
TCGA-EW-A1P8-01	0.243119524154007	TCGA-EW-A1P8-01	0.233779438951853	637	149	146
TCGA-AR-A24M-01	0.242834177316936	TCGA-AR-A24M-01	0.233779438951853	637	149	146
TCGA-A7-A0CD-01	0.242672652606649	TCGA-A7-A0CD-01	0.233779438951853	637	149	146
TCGA-AR-A0TV-01	0.242635018107385	TCGA-AR-A0TV-01	0.233779438951853	637	149	146
TCGA-A8-A07S-01	0.242422453156983	TCGA-A8-A07S-01	0.233779438951853	637	149	146
TCGA-A2-A0T7-01	0.242371518630568	TCGA-A2-A0T7-01	0.233779438951853	637	149	146
TCGA-BH-A0W5-01	0.242272870414108	TCGA-BH-A0W5-01	0.233779438951853	637	149	146
TCGA-E2-A10E-01	0.239714925942607	TCGA-E2-A10E-01	0.233779438951853	637	149	146
TCGA-A8-A07O-01	0.239659108801763	TCGA-A8-A07O-01	0.233779438951853	637	149	146
TCGA-BH-A1FG-01	0.239633308851207	TCGA-BH-A1FG-01	0.233779438951853	637	149	146
TCGA-C8-A26Y-01	0.239619001687967	TCGA-C8-A26Y-01	0.233779438951853	637	149	146
TCGA-D8-A1XO-01	0.239000080379391	TCGA-D8-A1XO-01	0.233779438951853	637	149	146
TCGA-A2-A0YM-01	0.2387579109176	TCGA-A2-A0YM-01	0.233779438951853	637	149	146
TCGA-C8-A1HE-01	0.238517804035045	TCGA-C8-A1HE-01	0.233779438951853	637	149	146
TCGA-BH-A0H9-01	0.238348291607621	TCGA-BH-A0H9-01	0.233779438951853	637	149	146
TCGA-E2-A10A-01	0.238183197708348	TCGA-E2-A10A-01	0.233779438951853	637	149	146
TCGA-EW-A1PB-01	0.238073947104399	TCGA-EW-A1PB-01	0.233779438951853	637	149	146
TCGA-E9-A22H-01	0.236793904021002	TCGA-E9-A22H-01	0.233779438951853	637	149	146
TCGA-BH-A0BM-01	0.236347103502079	TCGA-BH-A0BM-01	0.233779438951853	637	149	146
TCGA-D8-A1JP-01	0.235708544329234	TCGA-D8-A1JP-01	0.233779438951853	637	149	146
TCGA-C8-A1HG-01	0.235242816580365	TCGA-C8-A1HG-01	0.233779438951853	637	149	146
TCGA-D8-A1JH-01	0.233779438951853	TCGA-D8-A1JH-01	0.233779438951853	637	149	146
TCGA-B6-A0IJ-01	0.233604944103291	TCGA-B6-A0IJ-01	0.233779438951853	637	149	146
TCGA-A2-A0D2-01	0.232859227739079	TCGA-A2-A0D2-01	0.233779438951853	637	149	146
TCGA-AR-A24O-01	0.231233886412103	TCGA-AR-A24O-01	0.233779438951853	637	149	146
TCGA-D8-A1XY-01	0.229792621171932	TCGA-D8-A1XY-01	0.233779438951853	637	149	146
TCGA-AR-A0TW-01	0.229615640859465	TCGA-AR-A0TW-01	0.233779438951853	637	149	146
TCGA-AN-A0FY-01	0.229416627302787	TCGA-AN-A0FY-01	0.233779438951853	637	149	146
TCGA-A8-A08T-01	0.229365679977359	TCGA-A8-A08T-01	0.233779438951853	637	149	146
TCGA-E2-A14P-01	0.228747441347819	TCGA-E2-A14P-01	0.233779438951853	637	149	146
TCGA-C8-A133-01	0.228118068253607	TCGA-C8-A133-01	0.233779438951853	637	149	146
TCGA-A2-A0YT-01	0.227734045557941	TCGA-A2-A0YT-01	0.233779438951853	637	149	146
TCGA-A2-A04P-01	0.227301266142123	TCGA-A2-A04P-01	0.233779438951853	637	149	146
TCGA-E9-A1NI-01	0.227244594485974	TCGA-E9-A1NI-01	0.233779438951853	637	149	146
TCGA-BH-A0C3-01	0.226594460119048	TCGA-BH-A0C3-01	0.233779438951853	637	149	146
TCGA-B6-A0RM-01	0.226440717997166	TCGA-B6-A0RM-01	0.233779438951853	637	149	146
TCGA-EW-A1OY-01	0.226210164396736	TCGA-EW-A1OY-01	0.233779438951853	637	149	146
TCGA-A8-A08P-01	0.225268117753778	TCGA-A8-A08P-01	0.233779438951853	637	149	146
TCGA-AO-A12A-01	0.225023839773215	TCGA-AO-A12A-01	0.233779438951853	637	149	146
TCGA-A2-A25D-01	0.224471731042364	TCGA-A2-A25D-01	0.233779438951853	637	149	146
TCGA-D8-A1J9-01	0.222787557270316	TCGA-D8-A1J9-01	0.233779438951853	637	149	146
TCGA-BH-A0H5-01	0.222004408754527	TCGA-BH-A0H5-01	0.233779438951853	637	149	146
TCGA-AR-A1AH-01	0.221909935443237	TCGA-AR-A1AH-01	0.233779438951853	637	149	146
TCGA-D8-A27W-01	0.22172253034322	TCGA-D8-A27W-01	0.233779438951853	637	149	146
TCGA-D8-A27E-01	0.22153386135959	TCGA-D8-A27E-01	0.233779438951853	637	149	146
TCGA-GM-A2DH-01	0.221495681110635	TCGA-GM-A2DH-01	0.233779438951853	637	149	146
TCGA-E2-A14Q-01	0.220884723749048	TCGA-E2-A14Q-01	0.233779438951853	637	149	146
TCGA-D8-A27R-01	0.220151113254562	TCGA-D8-A27R-01	0.233779438951853	637	149	146
TCGA-D8-A1XT-01	0.219950164777751	TCGA-D8-A1XT-01	0.233779438951853	637	149	146
TCGA-A8-A075-01	0.219347562733891	TCGA-A8-A075-01	0.233779438951853	637	149	146
TCGA-BH-A0BR-01	0.218780507006771	TCGA-BH-A0BR-01	0.233779438951853	637	149	146
TCGA-BH-A1FR-01	0.216355413909174	TCGA-BH-A1FR-01	0.233779438951853	637	149	146
TCGA-BH-A0B1-01	0.215874121814794	TCGA-BH-A0B1-01	0.233779438951853	637	149	146
TCGA-BH-A18N-01	0.215348188620192	TCGA-BH-A18N-01	0.233779438951853	637	149	146
TCGA-A8-A06R-01	0.21534622042427	TCGA-A8-A06R-01	0.233779438951853	637	149	146
TCGA-BH-A0DL-01	0.215111793418359	TCGA-BH-A0DL-01	0.233779438951853	637	149	146
TCGA-D8-A27T-01	0.213463547946307	TCGA-D8-A27T-01	0.233779438951853	637	149	146
TCGA-D8-A1JL-01	0.212981271601961	TCGA-D8-A1JL-01	0.233779438951853	637	149	146
TCGA-E2-A15P-01	0.211823358178961	TCGA-E2-A15P-01	0.233779438951853	637	149	146
TCGA-E2-A15H-01	0.21034741678789	TCGA-E2-A15H-01	0.233779438951853	637	149	146
TCGA-GM-A2DD-01	0.210297793660547	TCGA-GM-A2DD-01	0.233779438951853	637	149	146
TCGA-D8-A1X9-01	0.206940760389036	TCGA-D8-A1X9-01	0.233779438951853	637	149	146
TCGA-AR-A252-01	0.205842192676944	TCGA-AR-A252-01	0.233779438951853	637	149	146
TCGA-D8-A1XB-01	0.204704409517435	TCGA-D8-A1XB-01	0.233779438951853	637	149	146
TCGA-BH-A0HA-01	0.204385136199024	TCGA-BH-A0HA-01	0.233779438951853	637	149	146
TCGA-E2-A1LL-01	0.202960174986212	TCGA-E2-A1LL-01	0.233779438951853	637	149	146
TCGA-AN-A041-01	0.20296016375374	TCGA-AN-A041-01	0.233779438951853	637	149	146
TCGA-A8-A08O-01	0.202649189104078	TCGA-A8-A08O-01	0.233779438951853	637	149	146
TCGA-E9-A227-01	0.202550443193165	TCGA-E9-A227-01	0.233779438951853	637	149	146
TCGA-A2-A0CX-01	0.202312827028152	TCGA-A2-A0CX-01	0.233779438951853	637	149	146
TCGA-A2-A0CP-01	0.201917020941584	TCGA-A2-A0CP-01	0.233779438951853	637	149	146
TCGA-E2-A14Z-01	0.200767595654228	TCGA-E2-A14Z-01	0.233779438951853	637	149	146
TCGA-AN-A0FK-01	0.199216854842695	TCGA-AN-A0FK-01	0.233779438951853	637	149	146
TCGA-D8-A27N-01	0.198010610079576	TCGA-D8-A27N-01	0.233779438951853	637	149	146
TCGA-E9-A1ND-01	0.195344220063016	TCGA-E9-A1ND-01	0.233779438951853	637	149	146
TCGA-AR-A1AJ-01	0.194621500418599	TCGA-AR-A1AJ-01	0.233779438951853	637	149	146
TCGA-AR-A0TS-01	0.194193827743662	TCGA-AR-A0TS-01	0.233779438951853	637	149	146
TCGA-AO-A0JD-01	0.193694097085294	TCGA-AO-A0JD-01	0.233779438951853	637	149	146
TCGA-A2-A0CV-01	0.193650606203747	TCGA-A2-A0CV-01	0.233779438951853	637	149	146
TCGA-C8-A27B-01	0.193006993006993	TCGA-C8-A27B-01	0.233779438951853	637	149	146
TCGA-A8-A08Z-01	0.190859707132735	TCGA-A8-A08Z-01	0.233779438951853	637	149	146
TCGA-BH-A0B2-01	0.185866581903119	TCGA-BH-A0B2-01	0.233779438951853	637	149	146
TCGA-AR-A0TU-01	0.185813257754684	TCGA-AR-A0TU-01	0.233779438951853	637	149	146
TCGA-AR-A0TY-01	0.184081247047709	TCGA-AR-A0TY-01	0.233779438951853	637	149	146
TCGA-A2-A25E-01	0.182083433807572	TCGA-A2-A25E-01	0.233779438951853	637	149	146
TCGA-BH-A0AV-01	0.182011065208716	TCGA-BH-A0AV-01	0.233779438951853	637	149	146
TCGA-C8-A130-01	0.18191229727602	TCGA-C8-A130-01	0.233779438951853	637	149	146
TCGA-D8-A1XF-01	0.181390526064441	TCGA-D8-A1XF-01	0.233779438951853	637	149	146
TCGA-BH-A0W4-01	0.180865574054779	TCGA-BH-A0W4-01	0.233779438951853	637	149	146
TCGA-D8-A1XC-01	0.180522608279721	TCGA-D8-A1XC-01	0.233779438951853	637	149	146
TCGA-BH-A202-01	0.179322581909284	TCGA-BH-A202-01	0.233779438951853	637	149	146
TCGA-BH-A0BJ-01	0.179302472051645	TCGA-BH-A0BJ-01	0.233779438951853	637	149	146
TCGA-A2-A0YG-01	0.177029556427591	TCGA-A2-A0YG-01	0.233779438951853	637	149	146
TCGA-EW-A1OX-01	0.176828986474488	TCGA-EW-A1OX-01	0.233779438951853	637	149	146
TCGA-BH-A1F0-01	0.175516437585403	TCGA-BH-A1F0-01	0.233779438951853	637	149	146
TCGA-E2-A1BC-01	0.175319192488122	TCGA-E2-A1BC-01	0.233779438951853	637	149	146
TCGA-AR-A24P-01	0.175287708560173	TCGA-AR-A24P-01	0.233779438951853	637	149	146
TCGA-A2-A0SX-01	0.175023790568293	TCGA-A2-A0SX-01	0.233779438951853	637	149	146
TCGA-BH-A0B7-01	0.173681480949424	TCGA-BH-A0B7-01	0.233779438951853	637	149	146
TCGA-D8-A1X8-01	0.172060469537502	TCGA-D8-A1X8-01	0.233779438951853	637	149	146
TCGA-A8-A06X-01	0.170528263265627	TCGA-A8-A06X-01	0.233779438951853	637	149	146
TCGA-C8-A26X-01	0.168503505047414	TCGA-C8-A26X-01	0.233779438951853	637	149	146
TCGA-AN-A0FW-01	0.168441977641316	TCGA-AN-A0FW-01	0.233779438951853	637	149	146
TCGA-E9-A1NH-01	0.166538226969607	TCGA-E9-A1NH-01	0.233779438951853	637	149	146
TCGA-BH-A28Q-01	0.165979589642787	TCGA-BH-A28Q-01	0.233779438951853	637	149	146
TCGA-BH-A0BP-01	0.165561030432043	TCGA-BH-A0BP-01	0.233779438951853	637	149	146
TCGA-AN-A0XS-01	0.165430640843962	TCGA-AN-A0XS-01	0.233779438951853	637	149	146
TCGA-D8-A1JN-01	0.16525700460676	TCGA-D8-A1JN-01	0.233779438951853	637	149	146
TCGA-AO-A128-01	0.162336639899228	TCGA-AO-A128-01	0.233779438951853	637	149	146
TCGA-BH-A0DH-01	0.162096520233034	TCGA-BH-A0DH-01	0.233779438951853	637	149	146
TCGA-AO-A12D-01	0.161372224846481	TCGA-AO-A12D-01	0.233779438951853	637	149	146
TCGA-BH-A0BQ-01	0.161041568256967	TCGA-BH-A0BQ-01	0.233779438951853	637	149	146
TCGA-EW-A2FV-01	0.160390618221781	TCGA-EW-A2FV-01	0.233779438951853	637	149	146
TCGA-AO-A12G-01	0.160242481498977	TCGA-AO-A12G-01	0.233779438951853	637	149	146
TCGA-B6-A0IG-01	0.1593471100488	TCGA-B6-A0IG-01	0.233779438951853	637	149	146
TCGA-EW-A1P1-01	0.158285264734893	TCGA-EW-A1P1-01	0.233779438951853	637	149	146
TCGA-A2-A25B-01	0.157310505586368	TCGA-A2-A25B-01	0.233779438951853	637	149	146
TCGA-BH-A0E2-01	0.156699732325618	TCGA-BH-A0E2-01	0.233779438951853	637	149	146
TCGA-BH-A0E6-01	0.156174378222381	TCGA-BH-A0E6-01	0.233779438951853	637	149	146
TCGA-BH-A0EB-01	0.155326544350693	TCGA-BH-A0EB-01	0.233779438951853	637	149	146
TCGA-C8-A12U-01	0.154515037002047	TCGA-C8-A12U-01	0.233779438951853	637	149	146
TCGA-A8-A08X-01	0.15425129900803	TCGA-A8-A08X-01	0.233779438951853	637	149	146
TCGA-D8-A1XU-01	0.15396672293224	TCGA-D8-A1XU-01	0.233779438951853	637	149	146
TCGA-B6-A0RL-01	0.153580447135487	TCGA-B6-A0RL-01	0.233779438951853	637	149	146
TCGA-AN-A0FD-01	0.152775153519131	TCGA-AN-A0FD-01	0.233779438951853	637	149	146
TCGA-BH-A0BO-01	0.151436781609195	TCGA-BH-A0BO-01	0.233779438951853	637	149	146
TCGA-BH-A0DI-01	0.15134639362548	TCGA-BH-A0DI-01	0.233779438951853	637	149	146
TCGA-E9-A22E-01	0.151338316855558	TCGA-E9-A22E-01	0.233779438951853	637	149	146
TCGA-A8-A07P-01	0.151037535501661	TCGA-A8-A07P-01	0.233779438951853	637	149	146
TCGA-A2-A25F-01	0.149797192546085	TCGA-A2-A25F-01	0.233779438951853	637	149	146
TCGA-B6-A0WX-01	0.14889810442893	TCGA-B6-A0WX-01	0.233779438951853	637	149	146
TCGA-D8-A1XM-01	0.148316200783976	TCGA-D8-A1XM-01	0.233779438951853	637	149	146
TCGA-EW-A1OV-01	0.144365549760492	TCGA-EW-A1OV-01	0.233779438951853	637	149	146
TCGA-E2-A1L8-01	0.143830881761916	TCGA-E2-A1L8-01	0.233779438951853	637	149	146
TCGA-BH-A0DK-01	0.142962019686192	TCGA-BH-A0DK-01	0.233779438951853	637	149	146
TCGA-BH-A18T-01	0.142682254763029	TCGA-BH-A18T-01	0.233779438951853	637	149	146
TCGA-C8-A12T-01	0.142324323579876	TCGA-C8-A12T-01	0.233779438951853	637	149	146
TCGA-AR-A0U4-01	0.140161274132837	TCGA-AR-A0U4-01	0.233779438951853	637	149	146
TCGA-E9-A1NF-01	0.138750904268146	TCGA-E9-A1NF-01	0.233779438951853	637	149	146
TCGA-C8-A26Z-01	0.137521099590065	TCGA-C8-A26Z-01	0.233779438951853	637	149	146
TCGA-D8-A1XK-01	0.136934330037778	TCGA-D8-A1XK-01	0.233779438951853	637	149	146
TCGA-C8-A12P-01	0.135525901432845	TCGA-C8-A12P-01	0.233779438951853	637	149	146
TCGA-GM-A2DF-01	0.135250381802106	TCGA-GM-A2DF-01	0.233779438951853	637	149	146
TCGA-E9-A1NE-01	0.134705946774791	TCGA-E9-A1NE-01	0.233779438951853	637	149	146
TCGA-AR-A251-01	0.134129089301503	TCGA-AR-A251-01	0.233779438951853	637	149	146
TCGA-EW-A1PA-01	0.133916083916084	TCGA-EW-A1PA-01	0.233779438951853	637	149	146
TCGA-AO-A0J5-01	0.133325591762771	TCGA-AO-A0J5-01	0.233779438951853	637	149	146
TCGA-AN-A0FS-01	0.133266545885108	TCGA-AN-A0FS-01	0.233779438951853	637	149	146
TCGA-BH-A1FN-01	0.132597861908207	TCGA-BH-A1FN-01	0.233779438951853	637	149	146
TCGA-BH-A0BC-01	0.131833569516612	TCGA-BH-A0BC-01	0.233779438951853	637	149	146
TCGA-BH-A0DS-01	0.131672177609825	TCGA-BH-A0DS-01	0.233779438951853	637	149	146
TCGA-AN-A049-01	0.130613417782123	TCGA-AN-A049-01	0.233779438951853	637	149	146
TCGA-A1-A0SH-01	0.129587987706711	TCGA-A1-A0SH-01	0.233779438951853	637	149	146
TCGA-BH-A0HX-01	0.128227838135727	TCGA-BH-A0HX-01	0.233779438951853	637	149	146
TCGA-D8-A1Y0-01	0.126927095892613	TCGA-D8-A1Y0-01	0.233779438951853	637	149	146
TCGA-BH-A0EI-01	0.125789369577066	TCGA-BH-A0EI-01	0.233779438951853	637	149	146
TCGA-A2-A1FV-01	0.124728719556306	TCGA-A2-A1FV-01	0.233779438951853	637	149	146
TCGA-C8-A131-01	0.122695365587531	TCGA-C8-A131-01	0.233779438951853	637	149	146
TCGA-AR-A0U1-01	0.122486736819789	TCGA-AR-A0U1-01	0.233779438951853	637	149	146
TCGA-AR-A24L-01	0.122482238648722	TCGA-AR-A24L-01	0.233779438951853	637	149	146
TCGA-C8-A134-01	0.121496614706345	TCGA-C8-A134-01	0.233779438951853	637	149	146
TCGA-BH-A1F6-01	0.120926895875489	TCGA-BH-A1F6-01	0.233779438951853	637	149	146
TCGA-BH-A0AU-01	0.120591245473154	TCGA-BH-A0AU-01	0.233779438951853	637	149	146
TCGA-AR-A24V-01	0.119821557752592	TCGA-AR-A24V-01	0.233779438951853	637	149	146
TCGA-AR-A1AK-01	0.119044479303646	TCGA-AR-A1AK-01	0.233779438951853	637	149	146
TCGA-EW-A1OZ-01	0.117788077514003	TCGA-EW-A1OZ-01	0.233779438951853	637	149	146
TCGA-A8-A08L-01	0.115942371280113	TCGA-A8-A08L-01	0.233779438951853	637	149	146
TCGA-AR-A24R-01	0.115901169420894	TCGA-AR-A24R-01	0.233779438951853	637	149	146
TCGA-A8-A08G-01	0.115411072479855	TCGA-A8-A08G-01	0.233779438951853	637	149	146
TCGA-BH-A0BF-01	0.115332231144702	TCGA-BH-A0BF-01	0.233779438951853	637	149	146
TCGA-GM-A2DB-01	0.115105412653194	TCGA-GM-A2DB-01	0.233779438951853	637	149	146
TCGA-A7-A0CG-01	0.114554907253743	TCGA-A7-A0CG-01	0.233779438951853	637	149	146
TCGA-EW-A1PE-01	0.114156934889671	TCGA-EW-A1PE-01	0.233779438951853	637	149	146
TCGA-AN-A0FX-01	0.113517556290348	TCGA-AN-A0FX-01	0.233779438951853	637	149	146
TCGA-B6-A0RO-01	0.112468619576322	TCGA-B6-A0RO-01	0.233779438951853	637	149	146
TCGA-EW-A1P5-01	0.11131552057268	TCGA-EW-A1P5-01	0.233779438951853	637	149	146
TCGA-BH-A1EO-01	0.107895374060996	TCGA-BH-A1EO-01	0.233779438951853	637	149	146
TCGA-BH-A0AZ-01	0.107597440555713	TCGA-BH-A0AZ-01	0.233779438951853	637	149	146
TCGA-B6-A0IO-01	0.107512702244484	TCGA-B6-A0IO-01	0.233779438951853	637	149	146
TCGA-AR-A250-01	0.107306594432369	TCGA-AR-A250-01	0.233779438951853	637	149	146
TCGA-AC-A23C-01	0.106842510334012	TCGA-AC-A23C-01	0.233779438951853	637	149	146
TCGA-A8-A09G-01	0.1053673686894	TCGA-A8-A09G-01	0.233779438951853	637	149	146
TCGA-A2-A0YI-01	0.101564814167911	TCGA-A2-A0YI-01	0.233779438951853	637	149	146
TCGA-A8-A07F-01	0.100271610769957	TCGA-A8-A07F-01	0.233779438951853	637	149	146
TCGA-A1-A0SF-01	0.0988868447943237	TCGA-A1-A0SF-01	0.233779438951853	637	149	146
TCGA-B6-A0RT-01	0.0987285466855613	TCGA-B6-A0RT-01	0.233779438951853	637	149	146
TCGA-BH-A0C7-01	0.0984629373946877	TCGA-BH-A0C7-01	0.233779438951853	637	149	146
TCGA-A7-A26G-01	0.0979382686279238	TCGA-A7-A26G-01	0.233779438951853	637	149	146
TCGA-B6-A0RP-01	0.0976933727891482	TCGA-B6-A0RP-01	0.233779438951853	637	149	146
TCGA-AO-A03M-01	0.0976932766493466	TCGA-AO-A03M-01	0.233779438951853	637	149	146
TCGA-C8-A12W-01	0.0976027397260274	TCGA-C8-A12W-01	0.233779438951853	637	149	146
TCGA-AO-A0JF-01	0.0971973874167801	TCGA-AO-A0JF-01	0.233779438951853	637	149	146
TCGA-BH-A0B0-01	0.0966226742075281	TCGA-BH-A0B0-01	0.233779438951853	637	149	146
TCGA-BH-A18M-01	0.0953139177177049	TCGA-BH-A18M-01	0.233779438951853	637	149	146
TCGA-A2-A0CL-01	0.0939500490577893	TCGA-A2-A0CL-01	0.233779438951853	637	149	146
TCGA-BH-A0DV-01	0.093764761454889	TCGA-BH-A0DV-01	0.233779438951853	637	149	146
TCGA-E2-A1B1-01	0.0915328294756731	TCGA-E2-A1B1-01	0.233779438951853	637	149	146
TCGA-D8-A1Y2-01	0.0912306084719878	TCGA-D8-A1Y2-01	0.233779438951853	637	149	146
TCGA-GM-A2DL-01	0.091132235282816	TCGA-GM-A2DL-01	0.233779438951853	637	149	146
TCGA-A2-A0ST-01	0.0908853830946188	TCGA-A2-A0ST-01	0.233779438951853	637	149	146
TCGA-A7-A26H-01	0.0899285526973293	TCGA-A7-A26H-01	0.233779438951853	637	149	146
TCGA-BH-A0AY-01	0.0898992284679578	TCGA-BH-A0AY-01	0.233779438951853	637	149	146
TCGA-AO-A0JJ-01	0.0878307430235261	TCGA-AO-A0JJ-01	0.233779438951853	637	149	146
TCGA-BH-A0EA-01	0.0872736576917021	TCGA-BH-A0EA-01	0.233779438951853	637	149	146
TCGA-A2-A0EV-01	0.0867737364194615	TCGA-A2-A0EV-01	0.233779438951853	637	149	146
TCGA-A2-A25C-01	0.0864641974763292	TCGA-A2-A25C-01	0.233779438951853	637	149	146
TCGA-E2-A1B6-01	0.0854274917335853	TCGA-E2-A1B6-01	0.233779438951853	637	149	146
TCGA-A2-A0T6-01	0.0852248516226712	TCGA-A2-A0T6-01	0.233779438951853	637	149	146
TCGA-B6-A0RG-01	0.0841403756695964	TCGA-B6-A0RG-01	0.233779438951853	637	149	146
TCGA-E2-A14O-01	0.0823178262457357	TCGA-E2-A14O-01	0.233779438951853	637	149	146
TCGA-BH-A18F-01	0.0815304676428909	TCGA-BH-A18F-01	0.233779438951853	637	149	146
TCGA-E9-A1NG-01	0.0797001848725987	TCGA-E9-A1NG-01	0.233779438951853	637	149	146
TCGA-AR-A1AW-01	0.0775429829387312	TCGA-AR-A1AW-01	0.233779438951853	637	149	146
TCGA-C8-A278-01	0.0766982458153326	TCGA-C8-A278-01	0.233779438951853	637	149	146
TCGA-A8-A09B-01	0.0739135569201701	TCGA-A8-A09B-01	0.233779438951853	637	149	146
TCGA-GM-A2DI-01	0.0658529576662323	TCGA-GM-A2DI-01	0.233779438951853	637	149	146
TCGA-AO-A1KO-01	0.064938509766096	TCGA-AO-A1KO-01	0.233779438951853	637	149	146
TCGA-A8-A06P-01	0.0638659894760873	TCGA-A8-A06P-01	0.233779438951853	637	149	146
TCGA-A2-A0ES-01	0.061927255550307	TCGA-A2-A0ES-01	0.233779438951853	637	149	146
TCGA-B6-A0RH-01	0.0613722248464809	TCGA-B6-A0RH-01	0.233779438951853	637	149	146
TCGA-E2-A1B0-01	0.0608250669185955	TCGA-E2-A1B0-01	0.233779438951853	637	149	146
TCGA-AC-A23E-01	0.0595189891477967	TCGA-AC-A23E-01	0.233779438951853	637	149	146
TCGA-AR-A0TX-01	0.0590950825609271	TCGA-AR-A0TX-01	0.233779438951853	637	149	146
TCGA-D8-A145-01	0.0559754369390647	TCGA-D8-A145-01	0.233779438951853	637	149	146
TCGA-BH-A0DG-01	0.0553712558763218	TCGA-BH-A0DG-01	0.233779438951853	637	149	146
TCGA-E2-A15C-01	0.0549362305148795	TCGA-E2-A15C-01	0.233779438951853	637	149	146
TCGA-E2-A1IL-01	0.0531508721163894	TCGA-E2-A1IL-01	0.233779438951853	637	149	146
TCGA-BH-A0HP-01	0.052440560541647	TCGA-BH-A0HP-01	0.233779438951853	637	149	146
TCGA-BH-A1EW-01	0.0520536934330038	TCGA-BH-A1EW-01	0.233779438951853	637	149	146
TCGA-AO-A0J9-01	0.0512084711069123	TCGA-AO-A0J9-01	0.233779438951853	637	149	146
TCGA-A8-A079-01	0.0502145825604307	TCGA-A8-A079-01	0.233779438951853	637	149	146
TCGA-E2-A14T-01	0.0496064100205031	TCGA-E2-A14T-01	0.233779438951853	637	149	146
TCGA-E2-A14V-01	0.0492914501653283	TCGA-E2-A14V-01	0.233779438951853	637	149	146
TCGA-EW-A2FS-01	0.0473272729025479	TCGA-EW-A2FS-01	0.233779438951853	637	149	146
TCGA-C8-A135-01	0.0469730101028506	TCGA-C8-A135-01	0.233779438951853	637	149	146
TCGA-AO-A12E-01	0.0464651236025823	TCGA-AO-A12E-01	0.233779438951853	637	149	146
TCGA-D8-A1XA-01	0.046023368369015	TCGA-D8-A1XA-01	0.233779438951853	637	149	146
TCGA-A7-A0D9-01	0.0452547288367492	TCGA-A7-A0D9-01	0.233779438951853	637	149	146
TCGA-BH-A1EX-01	0.0435114174015747	TCGA-BH-A1EX-01	0.233779438951853	637	149	146
TCGA-AO-A03L-01	0.0417572035899858	TCGA-AO-A03L-01	0.233779438951853	637	149	146
TCGA-AO-A0JC-01	0.0403736029499516	TCGA-AO-A0JC-01	0.233779438951853	637	149	146
TCGA-D8-A1X7-01	0.0394542239369826	TCGA-D8-A1X7-01	0.233779438951853	637	149	146
TCGA-D8-A27G-01	0.0388193047571412	TCGA-D8-A27G-01	0.233779438951853	637	149	146
