pathway	collection	comparison	ES	NES	pvalue	padj	FWER	size	direction	method	source	rank_metric	report_side	rank_at_max	leading_edge	core_enrichment	output_label	source_file	significant_fdr_0_25	significant_fdr_0_05	NAME	NAME_KEY	COLLECTION	COMPARISON	SIZE	NOM p-val	FDR	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	Log10FDR	tags	list	signal	PA_ID
GOBP_METANEPHRIC_NEPHRON_EPITHELIUM_DEVELOPMENT	GO_BP	Tumor_vs_Normal	-0.5824047	-1.7574452	0.0015600624	0.015711872	0.994	22	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	3981	tags=55%, list=22%, signal=70%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	TRUE	TRUE	GOBP_METANEPHRIC_NEPHRON_EPITHELIUM_DEVELOPMENT	GOBP_METANEPHRIC_NEPHRON_EPITHELIUM_DEVELOPMENT	GO_BP	Tumor_vs_Normal	22	0.0015600624	0.015711872	0.015711872	0.994	3981	tags=55%, list=22%, signal=70%	1.80377206761212	55	22	70	Tumor_vs_Normal::GO_BP::GOBP_METANEPHRIC_NEPHRON_EPITHELIUM_DEVELOPMENT
GOBP_NEGATIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	GO_BP	Tumor_vs_Normal	-0.60573965	-1.7565321	0.008064516	0.015725825	0.994	19	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	4389	tags=58%, list=24%, signal=76%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	TRUE	TRUE	GOBP_NEGATIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	GO_BP	Tumor_vs_Normal	19	0.008064516	0.015725825	0.015725825	0.994	4389	tags=58%, list=24%, signal=76%	1.80338656155525	58	24	76	Tumor_vs_Normal::GO_BP::GOBP_NEGATIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION	GO_BP	Tumor_vs_Normal	-0.5456069	-1.7566137	0	0.015755463	0.994	35	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	4483	tags=60%, list=25%, signal=79%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	TRUE	TRUE	GOBP_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION	GOBP_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION	GO_BP	Tumor_vs_Normal	35	0	0.015755463	0.015755463	0.994	4483	tags=60%, list=25%, signal=79%	1.80256882985015	60	25	79	Tumor_vs_Normal::GO_BP::GOBP_REGULATION_OF_ENDOTHELIAL_CELL_DIFFERENTIATION
GOBP_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	GO_BP	Tumor_vs_Normal	-0.5844853	-1.7567465	0	0.01577943	0.994	22	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	2726	tags=50%, list=15%, signal=59%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	TRUE	TRUE	GOBP_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	GOBP_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	GO_BP	Tumor_vs_Normal	22	0	0.01577943	0.01577943	0.994	2726	tags=50%, list=15%, signal=59%	1.8019086888532	50	15	59	Tumor_vs_Normal::GO_BP::GOBP_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT
GOBP_POSITIVE_REGULATION_OF_DNA_RECOMBINATION	GO_BP	Tumor_vs_Normal	0.41735598	1.8049405	0	0.0158092	0.969	63	positive	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	pos	3770	tags=41%, list=21%, signal=52%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_pos_1779214203280.tsv	TRUE	TRUE	GOBP_POSITIVE_REGULATION_OF_DNA_RECOMBINATION	GOBP_POSITIVE_REGULATION_OF_DNA_RECOMBINATION	GO_BP	Tumor_vs_Normal	63	0	0.0158092	0.0158092	0.969	3770	tags=41%, list=21%, signal=52%	1.80109010630916	41	21	52	Tumor_vs_Normal::GO_BP::GOBP_POSITIVE_REGULATION_OF_DNA_RECOMBINATION
GOBP_POSITIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	GO_BP	Tumor_vs_Normal	-0.5759401	-1.7538915	0.011290323	0.015851239	0.995	21	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	3708	tags=52%, list=20%, signal=66%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	TRUE	TRUE	GOBP_POSITIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	GOBP_POSITIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	GO_BP	Tumor_vs_Normal	21	0.011290323	0.015851239	0.015851239	0.995	3708	tags=52%, list=20%, signal=66%	1.79993678582271	52	20	66	Tumor_vs_Normal::GO_BP::GOBP_POSITIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION
GOBP_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR	GO_BP	Tumor_vs_Normal	-0.43639758	-1.7541101	0	0.015855966	0.995	102	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	2863	tags=32%, list=16%, signal=38%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	TRUE	TRUE	GOBP_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR	GOBP_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR	GO_BP	Tumor_vs_Normal	102	0	0.015855966	0.015855966	0.995	2863	tags=32%, list=16%, signal=38%	1.79980729411689	32	16	38	Tumor_vs_Normal::GO_BP::GOBP_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR
GOBP_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	GO_BP	Tumor_vs_Normal	0.37266153	1.8040155	0	0.015869113	0.969	141	positive	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	pos	5678	tags=48%, list=31%, signal=69%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_pos_1779214203280.tsv	TRUE	TRUE	GOBP_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	GOBP_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	GO_BP	Tumor_vs_Normal	141	0	0.015869113	0.015869113	0.969	5678	tags=48%, list=31%, signal=69%	1.79944734734541	48	31	69	Tumor_vs_Normal::GO_BP::GOBP_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION
GOBP_CELL_JUNCTION_ASSEMBLY	GO_BP	Tumor_vs_Normal	-0.3715151	-1.7542216	0	0.015882656	0.995	487	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	4108	tags=38%, list=23%, signal=47%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	TRUE	TRUE	GOBP_CELL_JUNCTION_ASSEMBLY	GOBP_CELL_JUNCTION_ASSEMBLY	GO_BP	Tumor_vs_Normal	487	0	0.015882656	0.015882656	0.995	4108	tags=38%, list=23%, signal=47%	1.79907687031624	38	23	47	Tumor_vs_Normal::GO_BP::GOBP_CELL_JUNCTION_ASSEMBLY
GOBP_CARDIAC_CONDUCTION	GO_BP	Tumor_vs_Normal	-0.4389735	-1.7543687	0	0.015893038	0.995	93	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	3246	tags=32%, list=18%, signal=39%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	TRUE	TRUE	GOBP_CARDIAC_CONDUCTION	GOBP_CARDIAC_CONDUCTION	GO_BP	Tumor_vs_Normal	93	0	0.015893038	0.015893038	0.995	3246	tags=32%, list=18%, signal=39%	1.7987930782158	32	18	39	Tumor_vs_Normal::GO_BP::GOBP_CARDIAC_CONDUCTION
GOBP_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS	GO_BP	Tumor_vs_Normal	-0.556131	-1.7552627	0.0061633284	0.015894318	0.994	27	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	4587	tags=56%, list=25%, signal=74%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	TRUE	TRUE	GOBP_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS	GOBP_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS	GO_BP	Tumor_vs_Normal	27	0.0061633284	0.015894318	0.015894318	0.994	4587	tags=56%, list=25%, signal=74%	1.79875810223748	56	25	74	Tumor_vs_Normal::GO_BP::GOBP_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS
GOBP_HEMOSTASIS	GO_BP	Tumor_vs_Normal	-0.39181438	-1.7548462	0	0.01590842	0.994	230	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	4009	tags=37%, list=22%, signal=47%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	TRUE	TRUE	GOBP_HEMOSTASIS	GOBP_HEMOSTASIS	GO_BP	Tumor_vs_Normal	230	0	0.01590842	0.01590842	0.994	4009	tags=37%, list=22%, signal=47%	1.79837295167685	37	22	47	Tumor_vs_Normal::GO_BP::GOBP_HEMOSTASIS
GOBP_DOPAMINE_SECRETION	GO_BP	Tumor_vs_Normal	-0.5617806	-1.7544655	0.005934718	0.015925266	0.994	26	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	1826	tags=31%, list=10%, signal=34%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	TRUE	TRUE	GOBP_DOPAMINE_SECRETION	GOBP_DOPAMINE_SECRETION	GO_BP	Tumor_vs_Normal	26	0.005934718	0.015925266	0.015925266	0.994	1826	tags=31%, list=10%, signal=34%	1.79791330490361	31	10	34	Tumor_vs_Normal::GO_BP::GOBP_DOPAMINE_SECRETION
GOBP_ISOPRENOID_METABOLIC_PROCESS	GO_BP	Tumor_vs_Normal	-0.42775035	-1.7529949	0	0.015989143	0.995	110	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	2583	tags=29%, list=14%, signal=34%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	TRUE	TRUE	GOBP_ISOPRENOID_METABOLIC_PROCESS	GOBP_ISOPRENOID_METABOLIC_PROCESS	GO_BP	Tumor_vs_Normal	110	0	0.015989143	0.015989143	0.995	2583	tags=29%, list=14%, signal=34%	1.79617481332352	29	14	34	Tumor_vs_Normal::GO_BP::GOBP_ISOPRENOID_METABOLIC_PROCESS
GOBP_POSITIVE_REGULATION_OF_MIRNA_METABOLIC_PROCESS	GO_BP	Tumor_vs_Normal	-0.4714143	-1.7527187	0	0.016008174	0.995	60	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	2631	tags=30%, list=14%, signal=35%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	TRUE	TRUE	GOBP_POSITIVE_REGULATION_OF_MIRNA_METABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_MIRNA_METABOLIC_PROCESS	GO_BP	Tumor_vs_Normal	60	0	0.016008174	0.016008174	0.995	2631	tags=30%, list=14%, signal=35%	1.79565820380531	30	14	35	Tumor_vs_Normal::GO_BP::GOBP_POSITIVE_REGULATION_OF_MIRNA_METABOLIC_PROCESS
GOBP_REGULATION_OF_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY	GO_BP	Tumor_vs_Normal	-0.61276156	-1.7518848	0.003125	0.016011428	0.995	18	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	5124	tags=72%, list=28%, signal=100%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	TRUE	TRUE	GOBP_REGULATION_OF_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY	GOBP_REGULATION_OF_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY	GO_BP	Tumor_vs_Normal	18	0.003125	0.016011428	0.016011428	0.995	5124	tags=72%, list=28%, signal=100%	1.79556993323599	72	28	100	Tumor_vs_Normal::GO_BP::GOBP_REGULATION_OF_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY
GOBP_NEPHRON_DEVELOPMENT	GO_BP	Tumor_vs_Normal	-0.4061336	-1.7520492	0	0.016027302	0.995	157	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	5128	tags=45%, list=28%, signal=62%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	TRUE	TRUE	GOBP_NEPHRON_DEVELOPMENT	GOBP_NEPHRON_DEVELOPMENT	GO_BP	Tumor_vs_Normal	157	0	0.016027302	0.016027302	0.995	5128	tags=45%, list=28%, signal=62%	1.79513957965019	45	28	62	Tumor_vs_Normal::GO_BP::GOBP_NEPHRON_DEVELOPMENT
GOBP_PROGESTERONE_METABOLIC_PROCESS	GO_BP	Tumor_vs_Normal	-0.6342533	-1.7523364	0.0099502485	0.016040584	0.995	16	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	4372	tags=69%, list=24%, signal=90%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	TRUE	TRUE	GOBP_PROGESTERONE_METABOLIC_PROCESS	GOBP_PROGESTERONE_METABOLIC_PROCESS	GO_BP	Tumor_vs_Normal	16	0.0099502485	0.016040584	0.016040584	0.995	4372	tags=69%, list=24%, signal=90%	1.79477982412166	69	24	90	Tumor_vs_Normal::GO_BP::GOBP_PROGESTERONE_METABOLIC_PROCESS
GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS	GO_BP	Tumor_vs_Normal	0.42585275	1.8004475	0	0.016291449	0.973	49	positive	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	pos	5532	tags=53%, list=30%, signal=76%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_pos_1779214203280.tsv	TRUE	TRUE	GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS	GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS	GO_BP	Tumor_vs_Normal	49	0	0.016291449	0.016291449	0.973	5532	tags=53%, list=30%, signal=76%	1.78804028679535	53	30	76	Tumor_vs_Normal::GO_BP::GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS
GOBP_POSITIVE_REGULATION_OF_STRESS_FIBER_ASSEMBLY	GO_BP	Tumor_vs_Normal	-0.4897117	-1.7498558	0	0.016314227	0.996	50	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	4397	tags=46%, list=24%, signal=60%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	TRUE	TRUE	GOBP_POSITIVE_REGULATION_OF_STRESS_FIBER_ASSEMBLY	GOBP_POSITIVE_REGULATION_OF_STRESS_FIBER_ASSEMBLY	GO_BP	Tumor_vs_Normal	50	0	0.016314227	0.016314227	0.996	4397	tags=46%, list=24%, signal=60%	1.78743349911102	46	24	60	Tumor_vs_Normal::GO_BP::GOBP_POSITIVE_REGULATION_OF_STRESS_FIBER_ASSEMBLY
GOBP_SENSORY_SYSTEM_DEVELOPMENT	GO_BP	Tumor_vs_Normal	-0.37267986	-1.7494682	0	0.01631623	0.997	400	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	4402	tags=36%, list=24%, signal=46%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	TRUE	TRUE	GOBP_SENSORY_SYSTEM_DEVELOPMENT	GOBP_SENSORY_SYSTEM_DEVELOPMENT	GO_BP	Tumor_vs_Normal	400	0	0.01631623	0.01631623	0.997	4402	tags=36%, list=24%, signal=46%	1.78738018132584	36	24	46	Tumor_vs_Normal::GO_BP::GOBP_SENSORY_SYSTEM_DEVELOPMENT
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	GO_BP	Tumor_vs_Normal	-0.6506623	-1.7491335	0.003327787	0.01633414	0.997	16	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	2943	tags=50%, list=16%, signal=60%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	TRUE	TRUE	GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	GO_BP	Tumor_vs_Normal	16	0.003327787	0.01633414	0.01633414	0.997	2943	tags=50%, list=16%, signal=60%	1.78690372639127	50	16	60	Tumor_vs_Normal::GO_BP::GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION
GOBP_CARDIAC_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	GO_BP	Tumor_vs_Normal	-0.5145823	-1.7488258	0.0044776117	0.016341493	0.997	36	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	4236	tags=53%, list=23%, signal=69%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	TRUE	TRUE	GOBP_CARDIAC_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	GOBP_CARDIAC_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	GO_BP	Tumor_vs_Normal	36	0.0044776117	0.016341493	0.016341493	0.997	4236	tags=53%, list=23%, signal=69%	1.78670826775215	53	23	69	Tumor_vs_Normal::GO_BP::GOBP_CARDIAC_EPITHELIAL_TO_MESENCHYMAL_TRANSITION
GOBP_REGULATION_OF_MUSCLE_ADAPTATION	GO_BP	Tumor_vs_Normal	-0.4573037	-1.7498711	0.0013386881	0.016357386	0.996	74	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	4665	tags=49%, list=26%, signal=65%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	TRUE	TRUE	GOBP_REGULATION_OF_MUSCLE_ADAPTATION	GOBP_REGULATION_OF_MUSCLE_ADAPTATION	GO_BP	Tumor_vs_Normal	74	0.0013386881	0.016357386	0.016357386	0.996	4665	tags=49%, list=26%, signal=65%	1.78628609776006	49	26	65	Tumor_vs_Normal::GO_BP::GOBP_REGULATION_OF_MUSCLE_ADAPTATION
GOBP_CELL_MIGRATION_INVOLVED_IN_HEART_DEVELOPMENT	GO_BP	Tumor_vs_Normal	-0.6022335	-1.7480118	0.0048701297	0.016427185	0.997	19	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	4634	tags=68%, list=25%, signal=92%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	TRUE	TRUE	GOBP_CELL_MIGRATION_INVOLVED_IN_HEART_DEVELOPMENT	GOBP_CELL_MIGRATION_INVOLVED_IN_HEART_DEVELOPMENT	GO_BP	Tumor_vs_Normal	19	0.0048701297	0.016427185	0.016427185	0.997	4634	tags=68%, list=25%, signal=92%	1.78443685188503	68	25	92	Tumor_vs_Normal::GO_BP::GOBP_CELL_MIGRATION_INVOLVED_IN_HEART_DEVELOPMENT
GOBP_MALE_GENITALIA_DEVELOPMENT	GO_BP	Tumor_vs_Normal	-0.5776015	-1.7470762	0.0031545742	0.016554689	0.997	22	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	2237	tags=41%, list=12%, signal=47%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	TRUE	TRUE	GOBP_MALE_GENITALIA_DEVELOPMENT	GOBP_MALE_GENITALIA_DEVELOPMENT	GO_BP	Tumor_vs_Normal	22	0.0031545742	0.016554689	0.016554689	0.997	2237	tags=41%, list=12%, signal=47%	1.78107897358618	41	12	47	Tumor_vs_Normal::GO_BP::GOBP_MALE_GENITALIA_DEVELOPMENT
GOBP_CARDIOCYTE_DIFFERENTIATION	GO_BP	Tumor_vs_Normal	-0.4088509	-1.7465284	0	0.016590148	0.997	141	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	2943	tags=33%, list=16%, signal=39%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	TRUE	TRUE	GOBP_CARDIOCYTE_DIFFERENTIATION	GOBP_CARDIOCYTE_DIFFERENTIATION	GO_BP	Tumor_vs_Normal	141	0	0.016590148	0.016590148	0.997	2943	tags=33%, list=16%, signal=39%	1.78014973963588	33	16	39	Tumor_vs_Normal::GO_BP::GOBP_CARDIOCYTE_DIFFERENTIATION
GOBP_RENAL_TUBULAR_SECRETION	GO_BP	Tumor_vs_Normal	-0.6249293	-1.7452542	0.003236246	0.016714877	0.997	16	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	1664	tags=38%, list=9%, signal=41%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	TRUE	TRUE	GOBP_RENAL_TUBULAR_SECRETION	GOBP_RENAL_TUBULAR_SECRETION	GO_BP	Tumor_vs_Normal	16	0.003236246	0.016714877	0.016714877	0.997	1664	tags=38%, list=9%, signal=41%	1.77689681490855	38	9	41	Tumor_vs_Normal::GO_BP::GOBP_RENAL_TUBULAR_SECRETION
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_RENIN_ANGIOTENSIN	GO_BP	Tumor_vs_Normal	-0.5371279	-1.7455335	0.0061255745	0.01672432	0.997	31	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	3699	tags=42%, list=20%, signal=53%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	TRUE	TRUE	GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_RENIN_ANGIOTENSIN	GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_RENIN_ANGIOTENSIN	GO_BP	Tumor_vs_Normal	31	0.0061255745	0.01672432	0.01672432	0.997	3699	tags=42%, list=20%, signal=53%	1.77665153133302	42	20	53	Tumor_vs_Normal::GO_BP::GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_RENIN_ANGIOTENSIN
GOBP_RESPONSE_TO_CORTICOSTEROID	GO_BP	Tumor_vs_Normal	-0.41065574	-1.7426686	0	0.017143138	0.998	137	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	2006	tags=28%, list=11%, signal=31%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	TRUE	TRUE	GOBP_RESPONSE_TO_CORTICOSTEROID	GOBP_RESPONSE_TO_CORTICOSTEROID	GO_BP	Tumor_vs_Normal	137	0	0.017143138	0.017143138	0.998	2006	tags=28%, list=11%, signal=31%	1.76590967883365	28	11	31	Tumor_vs_Normal::GO_BP::GOBP_RESPONSE_TO_CORTICOSTEROID
GOBP_D_GLUCOSE_IMPORT	GO_BP	Tumor_vs_Normal	-0.46817872	-1.7421882	0	0.01718913	0.998	66	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	3195	tags=38%, list=18%, signal=46%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	TRUE	TRUE	GOBP_D_GLUCOSE_IMPORT	GOBP_D_GLUCOSE_IMPORT	GO_BP	Tumor_vs_Normal	66	0	0.01718913	0.01718913	0.998	3195	tags=38%, list=18%, signal=46%	1.76474610386914	38	18	46	Tumor_vs_Normal::GO_BP::GOBP_D_GLUCOSE_IMPORT
GOBP_BILE_ACID_METABOLIC_PROCESS	GO_BP	Tumor_vs_Normal	-0.48912203	-1.7406602	0.008746356	0.017329136	0.998	44	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	2978	tags=36%, list=16%, signal=43%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	TRUE	TRUE	GOBP_BILE_ACID_METABOLIC_PROCESS	GOBP_BILE_ACID_METABOLIC_PROCESS	GO_BP	Tumor_vs_Normal	44	0.008746356	0.017329136	0.017329136	0.998	2978	tags=36%, list=16%, signal=43%	1.76122308989926	36	16	43	Tumor_vs_Normal::GO_BP::GOBP_BILE_ACID_METABOLIC_PROCESS
GOBP_POSITIVE_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS	GO_BP	Tumor_vs_Normal	-0.5475874	-1.7407067	0.003076923	0.017368319	0.998	28	negative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	neg	2223	tags=32%, list=12%, signal=37%		GSEA_Tumor_vs_Normal_GO_BP	gsea_report_for_na_neg_1779214203280.tsv	TRUE	TRUE	GOBP_POSITIVE_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS	GO_BP	Tumor_vs_Normal	28	0.003076923	0.017368319	0.017368319	0.998	2223	tags=32%, list=12%, signal=37%	1.76024221289153	32	12	37	Tumor_vs_Normal::GO_BP::GOBP_POSITIVE_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS
