variable	term	HR	conf.low	conf.high	p.value	n	n_events	note
age_at_initial_pathologic_diagnosis	age_at_initial_pathologic_diagnosis	0.991467012868296	0.976080839089882	1.00709572223809	0.282866730347657	99	99	
AJCC_stage_broadStage II	AJCC_stage_broadStage II	1.41016401670399	0.745537541109749	2.66728694982511	0.290535696735332	99	99	
AJCC_stage_broadStage III	AJCC_stage_broadStage III	2.54655660905422	1.29537312466546	5.00624139843299	0.0067206882022876	99	99	
AJCC_stage_broadStage IV	AJCC_stage_broadStage IV	14.4642041159759	6.44593707322493	32.4565999220875	9.24169639691455e-11	99	99	
